Filename:  P:\FYS-1320-compton-data\130.mca
Description:  
TimeStamp:  03/09/2017 10:27:49

Calibration Information
Label:  Channel
Channel	Value
623.7	13.95
795.56	17.74
2664.63	59.54
A	B	C
-0.0131686	0.0223487	0

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	1
38	0
39	1
40	1
41	3
42	2
43	2
44	1
45	2
46	4
47	2
48	8
49	10
50	3
51	4
52	4
53	5
54	4
55	4
56	8
57	5
58	11
59	5
60	2
61	10
62	11
63	12
64	8
65	12
66	10
67	7
68	6
69	15
70	11
71	16
72	9
73	17
74	8
75	13
76	10
77	10
78	10
79	15
80	14
81	9
82	13
83	13
84	15
85	19
86	14
87	18
88	14
89	15
90	15
91	18
92	12
93	12
94	6
95	17
96	16
97	19
98	12
99	14
100	15
101	12
102	12
103	9
104	13
105	16
106	8
107	13
108	11
109	13
110	9
111	12
112	17
113	18
114	11
115	16
116	15
117	9
118	8
119	14
120	17
121	13
122	8
123	11
124	12
125	17
126	13
127	11
128	13
129	9
130	8
131	13
132	7
133	12
134	13
135	7
136	12
137	12
138	15
139	5
140	14
141	18
142	13
143	12
144	11
145	7
146	10
147	5
148	6
149	8
150	12
151	7
152	10
153	10
154	12
155	6
156	10
157	8
158	13
159	10
160	20
161	13
162	14
163	14
164	12
165	7
166	9
167	8
168	13
169	10
170	12
171	6
172	4
173	9
174	5
175	7
176	8
177	11
178	10
179	10
180	12
181	11
182	10
183	7
184	10
185	13
186	10
187	9
188	1
189	16
190	11
191	12
192	9
193	9
194	13
195	8
196	8
197	7
198	13
199	7
200	9
201	15
202	8
203	12
204	18
205	10
206	9
207	11
208	11
209	8
210	8
211	7
212	10
213	7
214	7
215	8
216	6
217	11
218	5
219	10
220	8
221	5
222	14
223	6
224	11
225	8
226	7
227	14
228	9
229	13
230	10
231	12
232	7
233	10
234	11
235	10
236	8
237	14
238	6
239	10
240	10
241	9
242	7
243	10
244	7
245	15
246	16
247	11
248	11
249	9
250	7
251	8
252	16
253	12
254	6
255	9
256	12
257	20
258	12
259	13
260	14
261	13
262	10
263	13
264	15
265	14
266	14
267	15
268	10
269	8
270	10
271	7
272	9
273	7
274	14
275	4
276	13
277	8
278	15
279	14
280	12
281	11
282	10
283	11
284	21
285	23
286	21
287	16
288	13
289	15
290	11
291	17
292	12
293	9
294	12
295	24
296	12
297	8
298	12
299	7
300	11
301	14
302	5
303	13
304	9
305	9
306	10
307	8
308	14
309	10
310	5
311	10
312	8
313	12
314	14
315	9
316	16
317	9
318	10
319	8
320	8
321	15
322	17
323	7
324	11
325	7
326	9
327	17
328	12
329	12
330	13
331	12
332	18
333	19
334	17
335	19
336	9
337	16
338	12
339	14
340	15
341	10
342	7
343	5
344	8
345	12
346	13
347	6
348	8
349	10
350	7
351	7
352	7
353	18
354	9
355	12
356	7
357	12
358	9
359	18
360	11
361	14
362	6
363	12
364	7
365	7
366	6
367	13
368	8
369	7
370	6
371	11
372	8
373	9
374	3
375	6
376	6
377	9
378	6
379	9
380	11
381	6
382	9
383	9
384	15
385	15
386	10
387	16
388	12
389	12
390	13
391	8
392	12
393	6
394	8
395	7
396	10
397	4
398	3
399	1
400	6
401	3
402	4
403	6
404	3
405	2
406	5
407	4
408	8
409	1
410	4
411	3
412	3
413	5
414	7
415	6
416	7
417	3
418	3
419	2
420	3
421	1
422	3
423	4
424	5
425	1
426	4
427	3
428	5
429	5
430	6
431	2
432	5
433	3
434	3
435	3
436	4
437	3
438	2
439	1
440	1
441	1
442	2
443	1
444	2
445	2
446	2
447	2
448	2
449	1
450	4
451	2
452	0
453	1
454	0
455	1
456	1
457	3
458	2
459	5
460	6
461	5
462	4
463	7
464	5
465	10
466	6
467	16
468	11
469	16
470	25
471	28
472	24
473	28
474	23
475	26
476	14
477	19
478	16
479	10
480	12
481	13
482	7
483	5
484	5
485	7
486	7
487	5
488	4
489	3
490	3
491	2
492	6
493	2
494	2
495	2
496	2
497	0
498	3
499	1
500	2
501	2
502	1
503	1
504	1
505	1
506	2
507	0
508	0
509	2
510	1
511	5
512	1
513	3
514	4
515	0
516	5
517	2
518	2
519	2
520	0
521	1
522	1
523	7
524	0
525	0
526	3
527	2
528	2
529	2
530	4
531	2
532	2
533	4
534	0
535	1
536	0
537	0
538	1
539	1
540	4
541	3
542	4
543	4
544	4
545	1
546	7
547	6
548	4
549	4
550	5
551	4
552	8
553	4
554	4
555	12
556	10
557	12
558	14
559	15
560	18
561	24
562	30
563	23
564	18
565	30
566	32
567	31
568	31
569	30
570	14
571	30
572	18
573	16
574	12
575	12
576	8
577	8
578	5
579	7
580	3
581	3
582	7
583	7
584	4
585	2
586	9
587	8
588	5
589	4
590	2
591	7
592	2
593	2
594	3
595	1
596	0
597	0
598	1
599	2
600	1
601	0
602	4
603	1
604	0
605	0
606	2
607	0
608	1
609	0
610	1
611	3
612	0
613	0
614	0
615	1
616	0
617	0
618	0
619	2
620	1
621	2
622	0
623	1
624	0
625	1
626	2
627	0
628	0
629	0
630	1
631	4
632	0
633	1
634	0
635	0
636	2
637	0
638	2
639	1
640	0
641	2
642	0
643	1
644	1
645	3
646	0
647	1
648	0
649	1
650	0
651	0
652	1
653	0
654	1
655	1
656	1
657	2
658	3
659	4
660	2
661	3
662	4
663	0
664	3
665	1
666	2
667	5
668	4
669	4
670	1
671	0
672	1
673	1
674	1
675	3
676	3
677	2
678	1
679	2
680	2
681	3
682	2
683	1
684	4
685	3
686	2
687	2
688	0
689	0
690	0
691	0
692	1
693	2
694	3
695	0
696	1
697	0
698	1
699	1
700	2
701	1
702	2
703	3
704	2
705	2
706	1
707	2
708	3
709	0
710	2
711	2
712	0
713	1
714	2
715	0
716	3
717	0
718	1
719	0
720	0
721	2
722	1
723	3
724	1
725	0
726	0
727	0
728	0
729	1
730	0
731	0
732	3
733	0
734	1
735	0
736	2
737	1
738	0
739	0
740	0
741	1
742	2
743	2
744	0
745	1
746	1
747	3
748	1
749	1
750	0
751	2
752	0
753	1
754	0
755	0
756	2
757	0
758	0
759	2
760	1
761	0
762	1
763	0
764	1
765	0
766	0
767	0
768	0
769	0
770	0
771	1
772	0
773	0
774	1
775	1
776	3
777	1
778	3
779	3
780	2
781	0
782	0
783	3
784	0
785	2
786	1
787	1
788	0
789	2
790	2
791	0
792	1
793	1
794	0
795	0
796	0
797	0
798	0
799	1
800	0
801	0
802	0
803	0
804	0
805	1
806	0
807	1
808	0
809	1
810	0
811	1
812	0
813	0
814	0
815	1
816	0
817	2
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	1
826	0
827	0
828	0
829	1
830	2
831	1
832	1
833	0
834	0
835	0
836	0
837	1
838	1
839	1
840	0
841	0
842	0
843	0
844	0
845	2
846	0
847	1
848	0
849	0
850	0
851	2
852	0
853	0
854	0
855	0
856	2
857	0
858	1
859	2
860	0
861	1
862	0
863	0
864	1
865	1
866	1
867	1
868	1
869	0
870	0
871	1
872	1
873	2
874	0
875	0
876	0
877	1
878	0
879	0
880	0
881	0
882	0
883	0
884	2
885	0
886	2
887	1
888	0
889	1
890	1
891	0
892	0
893	3
894	0
895	0
896	0
897	0
898	0
899	1
900	1
901	2
902	0
903	0
904	2
905	0
906	2
907	0
908	0
909	1
910	1
911	1
912	0
913	1
914	0
915	0
916	0
917	0
918	1
919	2
920	0
921	1
922	1
923	1
924	0
925	1
926	0
927	2
928	1
929	2
930	2
931	1
932	2
933	1
934	2
935	2
936	1
937	2
938	3
939	1
940	0
941	2
942	2
943	1
944	0
945	2
946	2
947	0
948	0
949	1
950	0
951	2
952	1
953	1
954	0
955	1
956	1
957	0
958	1
959	1
960	2
961	1
962	0
963	3
964	3
965	0
966	2
967	2
968	0
969	4
970	5
971	1
972	3
973	2
974	3
975	7
976	3
977	9
978	12
979	22
980	19
981	18
982	18
983	26
984	26
985	30
986	35
987	39
988	45
989	47
990	50
991	43
992	39
993	40
994	51
995	39
996	37
997	41
998	28
999	23
1000	26
1001	19
1002	12
1003	5
1004	6
1005	8
1006	5
1007	2
1008	2
1009	0
1010	1
1011	1
1012	3
1013	1
1014	1
1015	4
1016	3
1017	6
1018	5
1019	8
1020	3
1021	4
1022	12
1023	15
1024	11
1025	19
1026	25
1027	29
1028	36
1029	41
1030	44
1031	45
1032	55
1033	43
1034	52
1035	47
1036	55
1037	57
1038	39
1039	42
1040	45
1041	51
1042	33
1043	47
1044	30
1045	26
1046	25
1047	10
1048	15
1049	8
1050	9
1051	9
1052	7
1053	3
1054	2
1055	3
1056	5
1057	1
1058	1
1059	2
1060	1
1061	2
1062	1
1063	0
1064	1
1065	2
1066	1
1067	2
1068	1
1069	2
1070	1
1071	0
1072	0
1073	0
1074	3
1075	1
1076	0
1077	1
1078	0
1079	2
1080	0
1081	2
1082	1
1083	1
1084	2
1085	2
1086	0
1087	4
1088	0
1089	0
1090	4
1091	3
1092	2
1093	3
1094	1
1095	4
1096	1
1097	2
1098	2
1099	2
1100	0
1101	0
1102	2
1103	2
1104	5
1105	2
1106	3
1107	5
1108	6
1109	9
1110	4
1111	7
1112	9
1113	10
1114	10
1115	11
1116	20
1117	19
1118	23
1119	19
1120	19
1121	22
1122	15
1123	23
1124	25
1125	20
1126	20
1127	19
1128	19
1129	20
1130	14
1131	23
1132	23
1133	16
1134	21
1135	11
1136	17
1137	10
1138	11
1139	7
1140	8
1141	12
1142	6
1143	8
1144	2
1145	4
1146	6
1147	5
1148	3
1149	2
1150	1
1151	1
1152	3
1153	2
1154	1
1155	2
1156	4
1157	1
1158	4
1159	5
1160	4
1161	1
1162	6
1163	8
1164	10
1165	17
1166	8
1167	10
1168	15
1169	7
1170	10
1171	20
1172	7
1173	9
1174	5
1175	11
1176	3
1177	7
1178	10
1179	2
1180	3
1181	5
1182	6
1183	1
1184	1
1185	3
1186	4
1187	5
1188	5
1189	2
1190	5
1191	3
1192	1
1193	1
1194	4
1195	2
1196	2
1197	1
1198	1
1199	2
1200	3
1201	1
1202	0
1203	3
1204	0
1205	2
1206	0
1207	0
1208	2
1209	1
1210	0
1211	1
1212	0
1213	1
1214	2
1215	2
1216	6
1217	4
1218	2
1219	1
1220	5
1221	2
1222	2
1223	3
1224	1
1225	5
1226	2
1227	2
1228	2
1229	0
1230	4
1231	1
1232	3
1233	6
1234	3
1235	5
1236	3
1237	1
1238	1
1239	3
1240	0
1241	2
1242	1
1243	3
1244	0
1245	0
1246	0
1247	0
1248	0
1249	1
1250	1
1251	0
1252	1
1253	0
1254	1
1255	0
1256	0
1257	1
1258	0
1259	0
1260	2
