Filename:  P:\FYS-1320-compton-data\105.mca
Description:  
TimeStamp:  03/09/2017 11:59:35

Calibration Information
Label:  Channel
Channel	Value
623.7	13.95
795.56	17.74
2664.63	59.54
A	B	C
-0.0131686	0.0223487	0

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	2
38	0
39	1
40	1
41	0
42	2
43	0
44	2
45	1
46	1
47	5
48	4
49	6
50	6
51	4
52	2
53	4
54	3
55	6
56	5
57	7
58	8
59	6
60	7
61	6
62	7
63	7
64	7
65	6
66	16
67	12
68	8
69	4
70	13
71	11
72	10
73	11
74	7
75	12
76	14
77	12
78	15
79	10
80	12
81	12
82	16
83	15
84	9
85	18
86	13
87	6
88	15
89	16
90	15
91	12
92	11
93	13
94	11
95	12
96	8
97	11
98	13
99	6
100	11
101	13
102	9
103	9
104	11
105	9
106	10
107	10
108	21
109	16
110	13
111	17
112	11
113	8
114	7
115	12
116	17
117	14
118	16
119	12
120	6
121	13
122	14
123	9
124	13
125	11
126	11
127	16
128	11
129	4
130	6
131	19
132	14
133	10
134	18
135	15
136	10
137	16
138	16
139	15
140	12
141	7
142	5
143	12
144	12
145	16
146	11
147	13
148	6
149	14
150	18
151	6
152	11
153	11
154	14
155	9
156	11
157	14
158	11
159	11
160	9
161	12
162	10
163	6
164	12
165	14
166	6
167	9
168	12
169	14
170	8
171	8
172	7
173	6
174	10
175	9
176	10
177	8
178	9
179	5
180	13
181	7
182	7
183	7
184	8
185	10
186	8
187	15
188	7
189	11
190	9
191	7
192	12
193	13
194	9
195	11
196	5
197	7
198	8
199	13
200	10
201	8
202	6
203	6
204	10
205	10
206	11
207	13
208	6
209	6
210	12
211	9
212	8
213	10
214	16
215	12
216	12
217	13
218	9
219	6
220	11
221	10
222	10
223	10
224	8
225	7
226	6
227	6
228	5
229	11
230	14
231	6
232	13
233	8
234	6
235	10
236	14
237	10
238	10
239	12
240	15
241	11
242	5
243	9
244	12
245	7
246	18
247	7
248	8
249	7
250	10
251	7
252	7
253	9
254	7
255	8
256	16
257	6
258	6
259	8
260	11
261	12
262	8
263	10
264	12
265	14
266	12
267	10
268	17
269	12
270	15
271	16
272	4
273	8
274	9
275	16
276	10
277	7
278	9
279	13
280	15
281	18
282	12
283	16
284	21
285	15
286	13
287	20
288	10
289	22
290	12
291	16
292	7
293	11
294	6
295	11
296	11
297	8
298	9
299	10
300	13
301	9
302	7
303	14
304	7
305	11
306	16
307	10
308	4
309	8
310	12
311	8
312	13
313	6
314	7
315	11
316	18
317	7
318	9
319	9
320	9
321	8
322	14
323	14
324	8
325	10
326	9
327	9
328	12
329	15
330	12
331	14
332	19
333	24
334	17
335	19
336	11
337	15
338	15
339	11
340	10
341	12
342	8
343	17
344	3
345	12
346	8
347	10
348	13
349	12
350	16
351	12
352	5
353	12
354	9
355	14
356	10
357	15
358	15
359	14
360	18
361	8
362	17
363	15
364	7
365	3
366	11
367	15
368	5
369	10
370	5
371	9
372	10
373	6
374	7
375	8
376	7
377	13
378	11
379	9
380	13
381	16
382	14
383	16
384	27
385	24
386	11
387	19
388	18
389	20
390	16
391	16
392	15
393	12
394	7
395	15
396	7
397	7
398	10
399	6
400	5
401	5
402	3
403	3
404	7
405	6
406	6
407	5
408	6
409	6
410	4
411	5
412	5
413	7
414	12
415	7
416	4
417	5
418	6
419	10
420	6
421	4
422	5
423	2
424	5
425	4
426	6
427	6
428	8
429	11
430	6
431	7
432	3
433	7
434	6
435	4
436	7
437	3
438	8
439	3
440	2
441	3
442	3
443	6
444	4
445	4
446	4
447	6
448	1
449	3
450	2
451	4
452	7
453	0
454	4
455	1
456	5
457	6
458	5
459	3
460	6
461	6
462	3
463	4
464	8
465	10
466	16
467	24
468	28
469	35
470	38
471	33
472	36
473	33
474	46
475	52
476	41
477	40
478	37
479	17
480	23
481	9
482	7
483	7
484	5
485	3
486	8
487	6
488	4
489	6
490	5
491	1
492	4
493	0
494	4
495	3
496	4
497	0
498	2
499	3
500	2
501	0
502	2
503	0
504	0
505	4
506	2
507	2
508	3
509	5
510	1
511	1
512	4
513	1
514	3
515	2
516	3
517	2
518	3
519	1
520	3
521	1
522	2
523	2
524	1
525	1
526	1
527	0
528	1
529	3
530	1
531	9
532	2
533	3
534	2
535	3
536	2
537	0
538	3
539	4
540	2
541	8
542	5
543	7
544	7
545	2
546	4
547	8
548	5
549	9
550	6
551	9
552	7
553	15
554	8
555	8
556	14
557	21
558	21
559	26
560	33
561	39
562	46
563	38
564	38
565	42
566	58
567	37
568	42
569	38
570	35
571	21
572	28
573	22
574	20
575	16
576	11
577	6
578	12
579	2
580	8
581	8
582	5
583	10
584	13
585	5
586	8
587	3
588	6
589	7
590	4
591	2
592	3
593	1
594	4
595	1
596	0
597	0
598	1
599	3
600	0
601	0
602	0
603	0
604	0
605	1
606	1
607	0
608	2
609	1
610	0
611	1
612	1
613	2
614	0
615	1
616	1
617	0
618	0
619	1
620	2
621	1
622	0
623	0
624	0
625	2
626	0
627	1
628	1
629	2
630	1
631	1
632	1
633	4
634	0
635	2
636	1
637	5
638	5
639	3
640	0
641	1
642	0
643	1
644	0
645	0
646	2
647	1
648	1
649	1
650	1
651	0
652	3
653	0
654	1
655	1
656	2
657	1
658	2
659	2
660	2
661	4
662	4
663	3
664	3
665	5
666	4
667	5
668	6
669	5
670	1
671	2
672	2
673	2
674	5
675	2
676	1
677	1
678	2
679	2
680	3
681	1
682	3
683	1
684	4
685	2
686	2
687	1
688	1
689	3
690	1
691	2
692	2
693	0
694	1
695	0
696	0
697	0
698	1
699	1
700	1
701	3
702	3
703	3
704	2
705	2
706	0
707	1
708	0
709	2
710	0
711	2
712	3
713	4
714	3
715	1
716	0
717	1
718	1
719	1
720	0
721	1
722	0
723	2
724	0
725	1
726	3
727	1
728	1
729	0
730	0
731	2
732	1
733	1
734	2
735	1
736	1
737	2
738	1
739	1
740	1
741	0
742	2
743	2
744	1
745	0
746	0
747	0
748	0
749	0
750	1
751	2
752	1
753	0
754	1
755	0
756	2
757	0
758	2
759	1
760	0
761	0
762	2
763	2
764	1
765	1
766	0
767	0
768	0
769	3
770	1
771	1
772	2
773	0
774	2
775	0
776	0
777	1
778	0
779	5
780	3
781	4
782	2
783	1
784	0
785	5
786	2
787	1
788	4
789	1
790	2
791	0
792	0
793	2
794	1
795	2
796	1
797	1
798	0
799	0
800	0
801	1
802	0
803	0
804	1
805	0
806	0
807	1
808	1
809	0
810	1
811	0
812	0
813	0
814	3
815	1
816	0
817	0
818	1
819	0
820	0
821	0
822	1
823	1
824	2
825	0
826	0
827	0
828	0
829	1
830	1
831	0
832	2
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	1
843	1
844	0
845	2
846	2
847	0
848	0
849	1
850	1
851	1
852	1
853	2
854	0
855	1
856	1
857	0
858	1
859	1
860	0
861	0
862	2
863	1
864	0
865	0
866	0
867	0
868	0
869	1
870	3
871	1
872	1
873	0
874	1
875	2
876	0
877	0
878	0
879	1
880	1
881	1
882	0
883	1
884	1
885	0
886	0
887	0
888	2
889	1
890	0
891	0
892	1
893	1
894	1
895	0
896	2
897	1
898	1
899	0
900	1
901	2
902	0
903	2
904	1
905	0
906	1
907	0
908	1
909	2
910	1
911	1
912	1
913	1
914	1
915	0
916	1
917	0
918	1
919	0
920	2
921	0
922	2
923	0
924	0
925	0
926	2
927	1
928	0
929	1
930	0
931	0
932	2
933	1
934	0
935	1
936	2
937	1
938	3
939	2
940	4
941	0
942	0
943	0
944	0
945	0
946	1
947	2
948	4
949	1
950	1
951	2
952	1
953	5
954	3
955	2
956	1
957	2
958	1
959	0
960	2
961	0
962	0
963	4
964	2
965	1
966	2
967	2
968	1
969	1
970	3
971	2
972	1
973	6
974	4
975	4
976	4
977	13
978	13
979	16
980	14
981	22
982	31
983	24
984	30
985	30
986	47
987	36
988	58
989	48
990	41
991	40
992	45
993	40
994	40
995	45
996	41
997	40
998	18
999	25
1000	21
1001	17
1002	15
1003	10
1004	9
1005	3
1006	7
1007	6
1008	2
1009	3
1010	3
1011	2
1012	1
1013	0
1014	3
1015	3
1016	2
1017	1
1018	3
1019	2
1020	7
1021	8
1022	8
1023	12
1024	10
1025	15
1026	30
1027	45
1028	35
1029	39
1030	44
1031	51
1032	57
1033	45
1034	52
1035	61
1036	58
1037	67
1038	55
1039	80
1040	61
1041	60
1042	53
1043	44
1044	30
1045	32
1046	20
1047	15
1048	14
1049	13
1050	7
1051	9
1052	4
1053	8
1054	1
1055	3
1056	2
1057	2
1058	2
1059	2
1060	0
1061	0
1062	0
1063	0
1064	2
1065	1
1066	0
1067	1
1068	1
1069	0
1070	1
1071	0
1072	1
1073	3
1074	2
1075	0
1076	0
1077	0
1078	3
1079	0
1080	0
1081	1
1082	1
1083	1
1084	2
1085	0
1086	1
1087	1
1088	0
1089	2
1090	0
1091	0
1092	2
1093	0
1094	2
1095	0
1096	1
1097	1
1098	0
1099	0
1100	0
1101	1
1102	2
1103	1
1104	5
1105	3
1106	8
1107	2
1108	2
1109	9
1110	7
1111	13
1112	12
1113	16
1114	15
1115	22
1116	23
1117	20
1118	22
1119	20
1120	18
1121	25
1122	22
1123	13
1124	21
1125	19
1126	12
1127	17
1128	21
1129	22
1130	25
1131	28
1132	15
1133	20
1134	15
1135	20
1136	14
1137	12
1138	11
1139	10
1140	8
1141	5
1142	7
1143	8
1144	4
1145	4
1146	5
1147	4
1148	2
1149	1
1150	1
1151	1
1152	1
1153	4
1154	1
1155	2
1156	2
1157	2
1158	1
1159	3
1160	6
1161	6
1162	10
1163	9
1164	9
1165	7
1166	8
1167	17
1168	9
1169	10
1170	18
1171	11
1172	15
1173	17
1174	8
1175	6
1176	10
1177	6
1178	11
1179	4
1180	4
1181	5
1182	7
1183	3
1184	4
1185	6
1186	4
1187	4
1188	4
1189	4
1190	0
1191	3
1192	4
1193	2
1194	2
1195	1
1196	6
1197	3
1198	2
1199	1
1200	1
1201	1
1202	2
1203	1
1204	0
1205	1
1206	1
1207	0
1208	1
1209	4
1210	1
1211	1
1212	0
1213	1
1214	4
1215	0
1216	1
1217	4
1218	3
1219	3
1220	1
1221	1
1222	6
1223	1
1224	4
1225	3
1226	3
1227	4
1228	1
1229	4
1230	3
1231	4
1232	1
1233	5
1234	5
1235	2
1236	6
1237	3
1238	2
1239	1
1240	1
1241	0
1242	1
1243	1
1244	1
1245	2
1246	2
1247	0
1248	0
1249	0
1250	1
1251	0
1252	0
1253	1
1254	1
1255	1
1256	0
1257	1
1258	0
1259	3
1260	1
