Filename:  P:\FYS-1320-compton-data\140.mca
Description:  
TimeStamp:  03/09/2017 10:39:49

Calibration Information
Label:  Channel
Channel	Value
623.7	13.95
795.56	17.74
2664.63	59.54
A	B	C
-0.0131686	0.0223487	0

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	2
39	1
40	0
41	1
42	0
43	0
44	2
45	2
46	2
47	5
48	8
49	2
50	7
51	0
52	6
53	12
54	3
55	5
56	4
57	3
58	6
59	8
60	4
61	6
62	7
63	8
64	23
65	9
66	8
67	11
68	13
69	12
70	12
71	13
72	20
73	10
74	10
75	12
76	14
77	14
78	14
79	19
80	7
81	9
82	15
83	16
84	13
85	7
86	17
87	7
88	15
89	14
90	13
91	10
92	10
93	14
94	11
95	12
96	16
97	4
98	11
99	15
100	20
101	15
102	16
103	11
104	13
105	16
106	19
107	6
108	9
109	11
110	16
111	13
112	13
113	11
114	15
115	10
116	10
117	13
118	13
119	13
120	9
121	9
122	9
123	18
124	12
125	11
126	5
127	13
128	9
129	14
130	14
131	7
132	16
133	13
134	9
135	10
136	10
137	9
138	12
139	17
140	11
141	9
142	11
143	6
144	16
145	8
146	18
147	11
148	13
149	12
150	9
151	12
152	6
153	14
154	20
155	10
156	11
157	5
158	13
159	8
160	16
161	7
162	11
163	7
164	6
165	7
166	9
167	7
168	14
169	14
170	8
171	16
172	12
173	14
174	12
175	7
176	8
177	7
178	9
179	13
180	13
181	5
182	11
183	8
184	4
185	10
186	9
187	10
188	19
189	5
190	15
191	8
192	11
193	8
194	11
195	6
196	12
197	9
198	8
199	10
200	16
201	10
202	14
203	10
204	8
205	11
206	6
207	11
208	12
209	9
210	13
211	14
212	10
213	7
214	8
215	12
216	13
217	14
218	13
219	12
220	8
221	6
222	13
223	11
224	9
225	15
226	13
227	11
228	9
229	9
230	15
231	13
232	19
233	15
234	15
235	10
236	7
237	8
238	10
239	14
240	12
241	11
242	11
243	17
244	13
245	8
246	8
247	11
248	22
249	8
250	9
251	9
252	11
253	12
254	16
255	9
256	13
257	8
258	6
259	13
260	12
261	7
262	18
263	13
264	8
265	16
266	12
267	8
268	14
269	10
270	3
271	8
272	13
273	10
274	12
275	14
276	9
277	15
278	15
279	11
280	12
281	8
282	10
283	16
284	16
285	14
286	12
287	19
288	15
289	17
290	17
291	10
292	20
293	15
294	17
295	17
296	13
297	14
298	15
299	11
300	6
301	4
302	15
303	6
304	9
305	11
306	10
307	7
308	9
309	11
310	14
311	15
312	12
313	15
314	12
315	19
316	15
317	13
318	8
319	7
320	9
321	13
322	13
323	6
324	9
325	7
326	15
327	12
328	5
329	15
330	14
331	11
332	13
333	16
334	18
335	13
336	15
337	8
338	14
339	15
340	14
341	8
342	13
343	14
344	8
345	10
346	6
347	6
348	10
349	7
350	10
351	6
352	10
353	7
354	13
355	12
356	11
357	11
358	17
359	5
360	11
361	8
362	16
363	13
364	8
365	9
366	9
367	9
368	8
369	9
370	7
371	3
372	5
373	7
374	7
375	7
376	7
377	7
378	5
379	8
380	3
381	6
382	7
383	13
384	17
385	14
386	14
387	9
388	18
389	12
390	10
391	5
392	9
393	6
394	4
395	5
396	6
397	10
398	4
399	2
400	6
401	3
402	3
403	3
404	5
405	3
406	10
407	6
408	5
409	3
410	5
411	4
412	5
413	4
414	4
415	2
416	2
417	7
418	6
419	1
420	4
421	5
422	2
423	8
424	3
425	5
426	3
427	4
428	3
429	5
430	3
431	5
432	4
433	4
434	1
435	2
436	2
437	5
438	3
439	2
440	4
441	1
442	2
443	2
444	3
445	1
446	3
447	3
448	4
449	3
450	2
451	0
452	1
453	1
454	2
455	1
456	1
457	1
458	1
459	1
460	5
461	1
462	6
463	10
464	6
465	13
466	18
467	6
468	10
469	23
470	23
471	22
472	34
473	35
474	15
475	19
476	15
477	19
478	19
479	13
480	12
481	7
482	3
483	3
484	6
485	4
486	3
487	5
488	1
489	3
490	5
491	3
492	0
493	1
494	1
495	4
496	1
497	2
498	2
499	0
500	1
501	2
502	0
503	0
504	2
505	0
506	1
507	1
508	3
509	2
510	2
511	0
512	0
513	1
514	2
515	3
516	1
517	0
518	1
519	4
520	1
521	1
522	2
523	4
524	4
525	1
526	1
527	1
528	2
529	1
530	1
531	5
532	1
533	2
534	1
535	2
536	3
537	0
538	2
539	3
540	1
541	1
542	3
543	3
544	4
545	3
546	5
547	6
548	4
549	5
550	6
551	5
552	4
553	1
554	4
555	4
556	5
557	13
558	9
559	11
560	15
561	21
562	17
563	19
564	31
565	29
566	30
567	44
568	25
569	35
570	21
571	15
572	17
573	11
574	9
575	10
576	11
577	5
578	3
579	12
580	5
581	8
582	11
583	5
584	10
585	5
586	3
587	3
588	4
589	3
590	8
591	5
592	3
593	0
594	3
595	2
596	0
597	2
598	0
599	0
600	1
601	2
602	0
603	1
604	1
605	1
606	2
607	1
608	3
609	1
610	0
611	0
612	0
613	0
614	1
615	1
616	0
617	0
618	0
619	2
620	1
621	1
622	0
623	0
624	2
625	0
626	2
627	1
628	0
629	0
630	1
631	4
632	2
633	3
634	3
635	3
636	1
637	3
638	1
639	2
640	0
641	0
642	1
643	0
644	1
645	0
646	1
647	0
648	0
649	0
650	1
651	0
652	2
653	6
654	2
655	0
656	1
657	4
658	1
659	0
660	1
661	0
662	3
663	2
664	2
665	1
666	2
667	3
668	1
669	4
670	2
671	1
672	0
673	2
674	0
675	1
676	4
677	2
678	1
679	1
680	3
681	5
682	0
683	3
684	2
685	2
686	1
687	6
688	1
689	1
690	1
691	1
692	3
693	1
694	2
695	3
696	0
697	4
698	3
699	1
700	1
701	4
702	4
703	4
704	0
705	3
706	2
707	1
708	2
709	2
710	0
711	5
712	1
713	0
714	2
715	1
716	1
717	0
718	0
719	1
720	0
721	0
722	0
723	2
724	1
725	0
726	0
727	3
728	0
729	0
730	0
731	1
732	2
733	2
734	4
735	1
736	1
737	4
738	0
739	2
740	0
741	0
742	1
743	0
744	2
745	0
746	0
747	2
748	0
749	0
750	2
751	0
752	0
753	2
754	0
755	0
756	0
757	1
758	0
759	0
760	3
761	0
762	1
763	0
764	0
765	0
766	1
767	2
768	2
769	1
770	1
771	0
772	2
773	0
774	0
775	0
776	2
777	0
778	0
779	1
780	2
781	2
782	1
783	0
784	2
785	3
786	0
787	3
788	3
789	2
790	2
791	0
792	0
793	0
794	1
795	2
796	0
797	0
798	0
799	0
800	1
801	0
802	0
803	1
804	0
805	0
806	1
807	0
808	0
809	1
810	0
811	1
812	0
813	0
814	1
815	1
816	0
817	0
818	0
819	0
820	1
821	1
822	0
823	1
824	1
825	0
826	0
827	0
828	0
829	3
830	0
831	1
832	0
833	0
834	0
835	0
836	2
837	0
838	1
839	0
840	0
841	1
842	1
843	2
844	0
845	0
846	0
847	0
848	2
849	0
850	1
851	0
852	0
853	0
854	0
855	0
856	0
857	1
858	1
859	0
860	0
861	0
862	1
863	1
864	1
865	1
866	1
867	0
868	1
869	0
870	0
871	0
872	1
873	2
874	1
875	0
876	1
877	0
878	2
879	1
880	2
881	1
882	0
883	1
884	1
885	1
886	0
887	1
888	0
889	1
890	0
891	0
892	0
893	0
894	0
895	0
896	1
897	1
898	0
899	1
900	0
901	1
902	1
903	0
904	0
905	1
906	1
907	2
908	0
909	2
910	0
911	2
912	2
913	0
914	1
915	0
916	1
917	3
918	1
919	4
920	1
921	1
922	0
923	0
924	1
925	0
926	0
927	1
928	1
929	2
930	2
931	2
932	1
933	0
934	1
935	4
936	0
937	1
938	1
939	1
940	1
941	0
942	2
943	0
944	3
945	1
946	2
947	1
948	1
949	2
950	1
951	0
952	2
953	2
954	0
955	0
956	1
957	3
958	0
959	2
960	0
961	4
962	0
963	2
964	2
965	2
966	1
967	0
968	2
969	2
970	3
971	3
972	2
973	3
974	8
975	4
976	6
977	5
978	11
979	12
980	13
981	18
982	22
983	28
984	38
985	30
986	37
987	38
988	53
989	45
990	52
991	58
992	47
993	46
994	51
995	35
996	48
997	28
998	32
999	22
1000	25
1001	19
1002	14
1003	13
1004	6
1005	8
1006	2
1007	7
1008	1
1009	1
1010	0
1011	1
1012	0
1013	2
1014	2
1015	6
1016	0
1017	1
1018	6
1019	3
1020	3
1021	6
1022	13
1023	6
1024	19
1025	16
1026	27
1027	24
1028	32
1029	27
1030	29
1031	39
1032	49
1033	36
1034	67
1035	53
1036	38
1037	57
1038	59
1039	41
1040	56
1041	32
1042	43
1043	25
1044	28
1045	26
1046	23
1047	10
1048	11
1049	12
1050	12
1051	9
1052	2
1053	7
1054	3
1055	1
1056	3
1057	0
1058	1
1059	3
1060	1
1061	2
1062	0
1063	0
1064	0
1065	0
1066	1
1067	3
1068	0
1069	1
1070	2
1071	1
1072	0
1073	1
1074	0
1075	2
1076	3
1077	1
1078	1
1079	2
1080	0
1081	2
1082	1
1083	0
1084	2
1085	0
1086	3
1087	1
1088	1
1089	1
1090	1
1091	2
1092	0
1093	0
1094	2
1095	0
1096	0
1097	1
1098	0
1099	0
1100	0
1101	1
1102	5
1103	1
1104	3
1105	0
1106	5
1107	7
1108	2
1109	4
1110	6
1111	7
1112	14
1113	15
1114	13
1115	20
1116	14
1117	15
1118	11
1119	17
1120	23
1121	22
1122	18
1123	23
1124	20
1125	18
1126	23
1127	16
1128	21
1129	28
1130	24
1131	19
1132	20
1133	25
1134	21
1135	21
1136	15
1137	11
1138	14
1139	14
1140	11
1141	11
1142	3
1143	8
1144	3
1145	1
1146	2
1147	2
1148	4
1149	2
1150	2
1151	4
1152	0
1153	1
1154	0
1155	3
1156	2
1157	0
1158	3
1159	4
1160	5
1161	7
1162	5
1163	4
1164	8
1165	10
1166	11
1167	9
1168	11
1169	7
1170	14
1171	18
1172	13
1173	15
1174	11
1175	11
1176	6
1177	7
1178	6
1179	5
1180	8
1181	8
1182	0
1183	2
1184	6
1185	2
1186	3
1187	4
1188	4
1189	5
1190	3
1191	3
1192	1
1193	3
1194	0
1195	0
1196	4
1197	1
1198	1
1199	2
1200	1
1201	4
1202	0
1203	1
1204	0
1205	1
1206	0
1207	0
1208	1
1209	0
1210	3
1211	4
1212	3
1213	0
1214	1
1215	1
1216	3
1217	2
1218	3
1219	3
1220	4
1221	1
1222	1
1223	5
1224	3
1225	4
1226	3
1227	4
1228	1
1229	3
1230	3
1231	4
1232	0
1233	4
1234	2
1235	1
1236	2
1237	1
1238	1
1239	3
1240	2
1241	2
1242	3
1243	1
1244	0
1245	0
1246	2
1247	3
1248	0
1249	0
1250	2
1251	1
1252	0
1253	0
1254	0
1255	0
1256	0
1257	1
1258	1
1259	0
1260	0
