Filename:  P:\FYS-1320-compton-data\150.mca
Description:  
TimeStamp:  03/09/2017 10:50:52

Calibration Information
Label:  Channel
Channel	Value
623.7	13.95
795.56	17.74
2664.63	59.54
A	B	C
-0.0131686	0.0223487	0

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	1
37	0
38	0
39	0
40	2
41	0
42	0
43	1
44	3
45	2
46	3
47	3
48	4
49	7
50	5
51	7
52	5
53	5
54	9
55	5
56	7
57	1
58	3
59	11
60	10
61	10
62	3
63	7
64	12
65	10
66	15
67	9
68	18
69	12
70	6
71	11
72	16
73	17
74	12
75	16
76	7
77	12
78	14
79	12
80	9
81	15
82	13
83	21
84	9
85	12
86	19
87	12
88	18
89	17
90	8
91	16
92	19
93	15
94	15
95	11
96	11
97	16
98	8
99	17
100	12
101	16
102	7
103	16
104	13
105	14
106	20
107	14
108	10
109	10
110	16
111	14
112	20
113	13
114	19
115	10
116	12
117	12
118	15
119	7
120	11
121	8
122	8
123	14
124	17
125	17
126	9
127	19
128	15
129	15
130	12
131	19
132	16
133	14
134	17
135	12
136	11
137	19
138	11
139	13
140	18
141	11
142	13
143	13
144	11
145	18
146	7
147	13
148	11
149	10
150	9
151	17
152	8
153	16
154	22
155	12
156	16
157	10
158	8
159	12
160	13
161	10
162	12
163	23
164	17
165	14
166	4
167	9
168	9
169	9
170	4
171	16
172	19
173	13
174	8
175	10
176	10
177	9
178	11
179	7
180	11
181	7
182	15
183	10
184	6
185	9
186	7
187	5
188	5
189	11
190	8
191	17
192	9
193	9
194	13
195	14
196	14
197	7
198	7
199	12
200	16
201	11
202	10
203	4
204	8
205	12
206	12
207	12
208	8
209	9
210	12
211	13
212	7
213	6
214	14
215	10
216	14
217	11
218	13
219	14
220	9
221	11
222	9
223	9
224	13
225	10
226	8
227	7
228	15
229	13
230	10
231	7
232	12
233	10
234	10
235	9
236	8
237	11
238	8
239	15
240	10
241	13
242	15
243	5
244	7
245	2
246	12
247	8
248	7
249	9
250	12
251	15
252	10
253	7
254	18
255	7
256	10
257	16
258	14
259	12
260	11
261	8
262	8
263	17
264	10
265	11
266	4
267	17
268	9
269	12
270	7
271	7
272	12
273	10
274	7
275	13
276	9
277	10
278	12
279	14
280	20
281	15
282	11
283	10
284	17
285	17
286	14
287	17
288	11
289	19
290	19
291	16
292	11
293	18
294	6
295	12
296	9
297	6
298	7
299	11
300	19
301	18
302	16
303	6
304	15
305	8
306	18
307	11
308	13
309	8
310	16
311	9
312	10
313	10
314	9
315	5
316	10
317	12
318	20
319	18
320	12
321	10
322	12
323	11
324	10
325	9
326	7
327	16
328	11
329	14
330	18
331	13
332	19
333	12
334	9
335	14
336	17
337	13
338	17
339	16
340	13
341	9
342	13
343	11
344	12
345	7
346	9
347	7
348	6
349	4
350	5
351	17
352	12
353	11
354	8
355	10
356	16
357	9
358	14
359	22
360	10
361	12
362	15
363	8
364	6
365	11
366	14
367	12
368	10
369	6
370	4
371	3
372	8
373	7
374	3
375	5
376	7
377	5
378	10
379	11
380	6
381	16
382	7
383	14
384	10
385	7
386	8
387	10
388	19
389	16
390	10
391	16
392	6
393	7
394	4
395	5
396	7
397	4
398	4
399	1
400	2
401	2
402	4
403	4
404	7
405	4
406	2
407	3
408	2
409	1
410	2
411	8
412	4
413	0
414	3
415	2
416	3
417	4
418	4
419	5
420	2
421	3
422	5
423	0
424	2
425	3
426	3
427	3
428	3
429	1
430	3
431	4
432	3
433	4
434	8
435	1
436	1
437	4
438	1
439	3
440	3
441	1
442	2
443	2
444	1
445	1
446	2
447	3
448	3
449	0
450	4
451	3
452	1
453	1
454	0
455	3
456	3
457	1
458	1
459	3
460	2
461	5
462	4
463	3
464	9
465	5
466	11
467	10
468	22
469	22
470	20
471	19
472	32
473	27
474	18
475	24
476	21
477	18
478	15
479	11
480	11
481	11
482	9
483	2
484	7
485	4
486	5
487	2
488	8
489	4
490	2
491	6
492	6
493	2
494	1
495	2
496	1
497	0
498	0
499	1
500	0
501	0
502	5
503	0
504	0
505	2
506	3
507	0
508	0
509	2
510	4
511	0
512	0
513	0
514	1
515	1
516	2
517	1
518	3
519	3
520	5
521	0
522	0
523	1
524	0
525	0
526	1
527	1
528	1
529	0
530	1
531	2
532	1
533	1
534	1
535	4
536	0
537	1
538	1
539	1
540	2
541	3
542	2
543	6
544	3
545	6
546	3
547	4
548	3
549	3
550	1
551	2
552	1
553	2
554	6
555	4
556	9
557	11
558	10
559	8
560	21
561	24
562	23
563	28
564	23
565	32
566	24
567	27
568	25
569	22
570	25
571	20
572	16
573	17
574	9
575	8
576	10
577	10
578	10
579	8
580	7
581	6
582	1
583	11
584	7
585	8
586	2
587	4
588	6
589	3
590	2
591	1
592	2
593	0
594	1
595	1
596	4
597	0
598	2
599	0
600	1
601	0
602	0
603	0
604	0
605	1
606	1
607	2
608	0
609	2
610	0
611	0
612	1
613	1
614	0
615	0
616	0
617	0
618	1
619	0
620	1
621	1
622	3
623	1
624	1
625	0
626	1
627	1
628	3
629	2
630	2
631	1
632	0
633	1
634	2
635	0
636	0
637	3
638	2
639	1
640	1
641	0
642	1
643	0
644	1
645	0
646	0
647	0
648	1
649	0
650	0
651	1
652	1
653	1
654	1
655	1
656	2
657	2
658	2
659	2
660	3
661	2
662	1
663	2
664	0
665	2
666	2
667	3
668	1
669	2
670	1
671	0
672	1
673	2
674	1
675	0
676	4
677	1
678	2
679	2
680	3
681	3
682	4
683	1
684	3
685	1
686	1
687	1
688	3
689	3
690	1
691	1
692	0
693	1
694	2
695	0
696	2
697	0
698	0
699	0
700	0
701	5
702	0
703	0
704	2
705	2
706	3
707	2
708	3
709	1
710	3
711	1
712	2
713	1
714	0
715	2
716	2
717	0
718	1
719	2
720	1
721	0
722	1
723	0
724	1
725	1
726	1
727	1
728	0
729	1
730	2
731	2
732	0
733	1
734	2
735	1
736	1
737	2
738	1
739	0
740	0
741	1
742	0
743	0
744	0
745	2
746	0
747	0
748	1
749	1
750	1
751	0
752	1
753	0
754	0
755	3
756	1
757	0
758	2
759	0
760	1
761	1
762	0
763	0
764	0
765	0
766	0
767	1
768	1
769	0
770	1
771	0
772	0
773	1
774	0
775	0
776	1
777	0
778	1
779	0
780	0
781	1
782	1
783	0
784	0
785	3
786	0
787	2
788	0
789	1
790	1
791	0
792	0
793	2
794	1
795	2
796	2
797	1
798	1
799	0
800	0
801	1
802	1
803	1
804	0
805	0
806	1
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	1
819	1
820	0
821	2
822	0
823	0
824	1
825	1
826	0
827	1
828	1
829	2
830	0
831	0
832	1
833	1
834	0
835	0
836	0
837	1
838	1
839	0
840	1
841	0
842	2
843	0
844	0
845	1
846	0
847	0
848	0
849	2
850	0
851	1
852	1
853	0
854	0
855	0
856	0
857	0
858	1
859	0
860	0
861	0
862	2
863	0
864	0
865	1
866	0
867	3
868	1
869	0
870	2
871	0
872	1
873	0
874	0
875	0
876	1
877	2
878	1
879	1
880	3
881	0
882	0
883	0
884	2
885	1
886	1
887	1
888	0
889	0
890	0
891	0
892	1
893	0
894	1
895	1
896	2
897	1
898	0
899	1
900	1
901	2
902	1
903	0
904	1
905	0
906	1
907	0
908	1
909	1
910	1
911	1
912	1
913	0
914	1
915	0
916	1
917	0
918	1
919	1
920	2
921	0
922	0
923	1
924	1
925	0
926	3
927	1
928	1
929	2
930	0
931	1
932	3
933	0
934	2
935	1
936	1
937	3
938	1
939	1
940	0
941	0
942	2
943	2
944	0
945	1
946	0
947	0
948	2
949	1
950	1
951	0
952	1
953	1
954	1
955	2
956	1
957	2
958	2
959	0
960	2
961	2
962	1
963	1
964	2
965	4
966	0
967	3
968	1
969	2
970	0
971	2
972	1
973	2
974	5
975	7
976	5
977	10
978	8
979	13
980	21
981	20
982	34
983	20
984	30
985	30
986	42
987	32
988	56
989	45
990	62
991	41
992	35
993	42
994	39
995	56
996	40
997	31
998	27
999	23
1000	18
1001	17
1002	18
1003	13
1004	9
1005	4
1006	5
1007	4
1008	2
1009	1
1010	1
1011	2
1012	2
1013	1
1014	2
1015	0
1016	1
1017	0
1018	5
1019	7
1020	9
1021	10
1022	14
1023	6
1024	18
1025	17
1026	29
1027	29
1028	32
1029	29
1030	30
1031	31
1032	43
1033	41
1034	51
1035	34
1036	43
1037	44
1038	44
1039	41
1040	22
1041	35
1042	27
1043	26
1044	23
1045	22
1046	12
1047	14
1048	12
1049	6
1050	7
1051	3
1052	4
1053	3
1054	1
1055	1
1056	2
1057	0
1058	2
1059	1
1060	0
1061	1
1062	3
1063	1
1064	1
1065	0
1066	1
1067	1
1068	2
1069	1
1070	1
1071	0
1072	2
1073	1
1074	0
1075	0
1076	1
1077	2
1078	0
1079	1
1080	0
1081	3
1082	1
1083	1
1084	3
1085	2
1086	2
1087	0
1088	0
1089	0
1090	1
1091	0
1092	1
1093	0
1094	2
1095	0
1096	1
1097	0
1098	0
1099	0
1100	2
1101	2
1102	1
1103	1
1104	3
1105	1
1106	2
1107	3
1108	4
1109	5
1110	8
1111	5
1112	7
1113	23
1114	13
1115	20
1116	17
1117	21
1118	10
1119	16
1120	30
1121	17
1122	20
1123	17
1124	17
1125	22
1126	20
1127	26
1128	28
1129	18
1130	17
1131	21
1132	26
1133	17
1134	19
1135	12
1136	23
1137	9
1138	13
1139	9
1140	12
1141	9
1142	4
1143	9
1144	9
1145	2
1146	5
1147	1
1148	2
1149	1
1150	0
1151	2
1152	5
1153	0
1154	2
1155	1
1156	3
1157	0
1158	4
1159	3
1160	4
1161	1
1162	3
1163	8
1164	5
1165	13
1166	3
1167	12
1168	6
1169	7
1170	5
1171	13
1172	8
1173	10
1174	5
1175	11
1176	5
1177	4
1178	3
1179	4
1180	3
1181	4
1182	3
1183	4
1184	3
1185	4
1186	6
1187	2
1188	4
1189	1
1190	2
1191	3
1192	2
1193	2
1194	1
1195	1
1196	1
1197	2
1198	1
1199	1
1200	1
1201	2
1202	1
1203	1
1204	2
1205	1
1206	1
1207	0
1208	1
1209	0
1210	0
1211	1
1212	1
1213	3
1214	2
1215	3
1216	3
1217	2
1218	2
1219	1
1220	0
1221	1
1222	2
1223	4
1224	2
1225	1
1226	6
1227	1
1228	4
1229	3
1230	4
1231	1
1232	2
1233	2
1234	4
1235	1
1236	2
1237	1
1238	2
1239	2
1240	1
1241	0
1242	1
1243	0
1244	0
1245	0
1246	0
1247	0
1248	0
1249	1
1250	0
1251	0
1252	0
1253	1
1254	1
1255	0
1256	2
1257	0
1258	0
1259	0
1260	1
