Filename:  P:\FYS-1320-compton-data\145.mca
Description:  
TimeStamp:  03/09/2017 11:15:35

Calibration Information
Label:  Channel
Channel	Value
623.7	13.95
795.56	17.74
2664.63	59.54
A	B	C
-0.0131686	0.0223487	0

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	1
36	1
37	0
38	3
39	0
40	0
41	1
42	1
43	1
44	4
45	0
46	2
47	5
48	2
49	5
50	3
51	8
52	1
53	3
54	8
55	3
56	4
57	9
58	3
59	5
60	4
61	12
62	11
63	8
64	8
65	6
66	13
67	10
68	9
69	10
70	16
71	9
72	7
73	14
74	13
75	7
76	7
77	8
78	14
79	7
80	10
81	18
82	12
83	14
84	14
85	13
86	25
87	10
88	7
89	16
90	18
91	10
92	16
93	19
94	18
95	14
96	15
97	16
98	10
99	14
100	10
101	11
102	17
103	19
104	15
105	9
106	12
107	19
108	15
109	15
110	17
111	15
112	15
113	19
114	16
115	12
116	12
117	10
118	10
119	15
120	8
121	16
122	19
123	11
124	15
125	10
126	9
127	22
128	15
129	16
130	15
131	10
132	14
133	14
134	16
135	10
136	15
137	13
138	14
139	6
140	11
141	9
142	14
143	8
144	7
145	13
146	13
147	11
148	8
149	8
150	18
151	7
152	12
153	12
154	11
155	11
156	11
157	16
158	18
159	9
160	8
161	9
162	11
163	5
164	13
165	13
166	5
167	14
168	11
169	9
170	12
171	11
172	16
173	12
174	19
175	13
176	14
177	6
178	6
179	12
180	16
181	5
182	13
183	9
184	4
185	9
186	16
187	13
188	10
189	13
190	11
191	9
192	10
193	11
194	18
195	10
196	8
197	14
198	10
199	7
200	9
201	11
202	11
203	9
204	8
205	17
206	10
207	7
208	8
209	10
210	12
211	11
212	12
213	12
214	9
215	11
216	8
217	10
218	10
219	13
220	8
221	5
222	10
223	11
224	3
225	8
226	9
227	7
228	10
229	7
230	6
231	12
232	9
233	8
234	13
235	10
236	17
237	7
238	6
239	11
240	7
241	12
242	8
243	8
244	11
245	10
246	11
247	13
248	12
249	14
250	9
251	13
252	11
253	9
254	7
255	7
256	6
257	9
258	7
259	7
260	10
261	14
262	11
263	8
264	12
265	13
266	13
267	9
268	14
269	13
270	13
271	7
272	17
273	16
274	10
275	13
276	17
277	9
278	6
279	11
280	14
281	15
282	9
283	12
284	18
285	21
286	17
287	17
288	17
289	12
290	19
291	13
292	7
293	13
294	14
295	11
296	6
297	12
298	8
299	12
300	8
301	7
302	6
303	9
304	17
305	6
306	14
307	9
308	9
309	15
310	17
311	10
312	13
313	10
314	11
315	14
316	9
317	11
318	12
319	10
320	14
321	14
322	17
323	13
324	7
325	13
326	8
327	7
328	17
329	13
330	14
331	24
332	12
333	16
334	21
335	16
336	18
337	16
338	15
339	12
340	20
341	8
342	12
343	10
344	7
345	8
346	8
347	3
348	13
349	9
350	9
351	14
352	5
353	4
354	12
355	11
356	6
357	6
358	5
359	11
360	8
361	5
362	10
363	9
364	11
365	10
366	10
367	6
368	4
369	9
370	4
371	2
372	4
373	6
374	6
375	5
376	4
377	5
378	11
379	7
380	7
381	8
382	9
383	8
384	8
385	16
386	10
387	11
388	10
389	12
390	3
391	10
392	9
393	4
394	13
395	8
396	4
397	7
398	7
399	6
400	3
401	6
402	2
403	7
404	2
405	2
406	2
407	3
408	5
409	5
410	5
411	4
412	4
413	4
414	4
415	5
416	0
417	4
418	2
419	3
420	9
421	5
422	2
423	4
424	2
425	4
426	3
427	2
428	1
429	3
430	4
431	3
432	3
433	2
434	5
435	4
436	1
437	2
438	2
439	1
440	6
441	0
442	6
443	3
444	2
445	2
446	3
447	1
448	1
449	1
450	1
451	6
452	1
453	4
454	1
455	4
456	1
457	1
458	5
459	3
460	2
461	6
462	2
463	4
464	1
465	8
466	11
467	9
468	22
469	25
470	18
471	16
472	23
473	24
474	32
475	34
476	21
477	19
478	19
479	16
480	8
481	10
482	3
483	5
484	6
485	2
486	3
487	6
488	2
489	7
490	2
491	2
492	2
493	1
494	1
495	1
496	1
497	1
498	1
499	1
500	0
501	2
502	1
503	1
504	3
505	0
506	2
507	0
508	0
509	2
510	4
511	0
512	1
513	3
514	2
515	0
516	1
517	1
518	1
519	1
520	3
521	0
522	2
523	1
524	1
525	1
526	1
527	0
528	3
529	0
530	1
531	1
532	1
533	2
534	4
535	1
536	4
537	2
538	1
539	4
540	1
541	1
542	2
543	3
544	2
545	5
546	4
547	5
548	4
549	5
550	3
551	7
552	7
553	4
554	5
555	13
556	8
557	4
558	8
559	14
560	27
561	23
562	31
563	23
564	23
565	25
566	24
567	26
568	19
569	25
570	27
571	17
572	21
573	12
574	21
575	10
576	8
577	6
578	8
579	2
580	9
581	9
582	6
583	6
584	4
585	10
586	5
587	6
588	3
589	4
590	2
591	1
592	3
593	3
594	3
595	1
596	2
597	1
598	1
599	1
600	3
601	1
602	1
603	1
604	0
605	0
606	1
607	1
608	1
609	0
610	0
611	3
612	2
613	2
614	3
615	1
616	2
617	0
618	1
619	2
620	0
621	0
622	1
623	1
624	0
625	1
626	0
627	1
628	0
629	0
630	0
631	0
632	3
633	1
634	2
635	4
636	1
637	2
638	1
639	0
640	2
641	2
642	1
643	1
644	0
645	0
646	2
647	0
648	0
649	2
650	1
651	1
652	1
653	1
654	0
655	3
656	1
657	1
658	2
659	2
660	4
661	4
662	1
663	4
664	3
665	2
666	1
667	1
668	1
669	1
670	3
671	2
672	1
673	0
674	1
675	1
676	2
677	2
678	3
679	1
680	2
681	3
682	3
683	2
684	1
685	2
686	2
687	1
688	1
689	3
690	1
691	0
692	0
693	1
694	0
695	0
696	1
697	0
698	1
699	0
700	3
701	0
702	2
703	3
704	3
705	0
706	4
707	2
708	5
709	4
710	1
711	2
712	2
713	2
714	2
715	0
716	0
717	1
718	1
719	0
720	0
721	0
722	2
723	5
724	1
725	0
726	2
727	0
728	1
729	0
730	1
731	2
732	1
733	1
734	0
735	0
736	1
737	1
738	1
739	2
740	0
741	2
742	2
743	0
744	1
745	1
746	1
747	2
748	2
749	0
750	1
751	0
752	1
753	0
754	1
755	0
756	0
757	0
758	0
759	0
760	0
761	2
762	0
763	0
764	0
765	0
766	2
767	1
768	2
769	0
770	1
771	2
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	0
780	1
781	1
782	1
783	1
784	1
785	0
786	0
787	1
788	2
789	0
790	1
791	1
792	1
793	0
794	0
795	0
796	1
797	0
798	1
799	0
800	0
801	1
802	0
803	1
804	0
805	1
806	1
807	0
808	1
809	0
810	0
811	1
812	0
813	0
814	0
815	1
816	2
817	0
818	1
819	0
820	1
821	0
822	0
823	0
824	0
825	1
826	0
827	1
828	0
829	0
830	0
831	0
832	0
833	1
834	1
835	1
836	1
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	1
845	0
846	2
847	0
848	1
849	0
850	1
851	0
852	1
853	1
854	0
855	1
856	0
857	0
858	0
859	1
860	1
861	1
862	0
863	1
864	1
865	1
866	0
867	1
868	2
869	1
870	0
871	1
872	0
873	0
874	0
875	0
876	0
877	1
878	1
879	2
880	1
881	0
882	0
883	0
884	1
885	0
886	0
887	1
888	0
889	0
890	1
891	0
892	0
893	0
894	2
895	0
896	1
897	1
898	0
899	2
900	0
901	0
902	2
903	1
904	1
905	0
906	1
907	0
908	1
909	0
910	0
911	4
912	0
913	4
914	0
915	1
916	1
917	0
918	0
919	3
920	2
921	0
922	1
923	0
924	1
925	0
926	1
927	1
928	0
929	1
930	0
931	0
932	0
933	0
934	0
935	1
936	5
937	1
938	2
939	2
940	1
941	1
942	0
943	2
944	0
945	0
946	3
947	0
948	0
949	1
950	1
951	2
952	2
953	3
954	1
955	3
956	0
957	2
958	1
959	2
960	3
961	2
962	2
963	0
964	2
965	0
966	2
967	1
968	1
969	1
970	2
971	3
972	5
973	2
974	1
975	1
976	7
977	6
978	8
979	7
980	7
981	26
982	24
983	31
984	40
985	44
986	32
987	57
988	52
989	64
990	45
991	53
992	45
993	42
994	49
995	46
996	43
997	42
998	27
999	13
1000	24
1001	21
1002	13
1003	9
1004	8
1005	5
1006	9
1007	4
1008	2
1009	5
1010	3
1011	1
1012	3
1013	1
1014	1
1015	2
1016	1
1017	4
1018	4
1019	7
1020	4
1021	8
1022	9
1023	11
1024	14
1025	16
1026	21
1027	24
1028	20
1029	28
1030	26
1031	50
1032	29
1033	43
1034	34
1035	48
1036	38
1037	44
1038	46
1039	38
1040	41
1041	45
1042	41
1043	39
1044	23
1045	15
1046	23
1047	16
1048	9
1049	12
1050	12
1051	6
1052	4
1053	3
1054	2
1055	4
1056	1
1057	1
1058	0
1059	1
1060	2
1061	1
1062	1
1063	3
1064	0
1065	1
1066	1
1067	2
1068	1
1069	1
1070	3
1071	2
1072	2
1073	1
1074	0
1075	1
1076	1
1077	1
1078	2
1079	0
1080	3
1081	1
1082	1
1083	2
1084	0
1085	2
1086	0
1087	4
1088	1
1089	3
1090	1
1091	2
1092	1
1093	3
1094	3
1095	2
1096	0
1097	0
1098	2
1099	2
1100	0
1101	4
1102	2
1103	3
1104	1
1105	2
1106	4
1107	10
1108	4
1109	4
1110	9
1111	9
1112	5
1113	15
1114	13
1115	11
1116	12
1117	22
1118	24
1119	13
1120	21
1121	28
1122	21
1123	19
1124	16
1125	21
1126	9
1127	22
1128	16
1129	25
1130	23
1131	20
1132	13
1133	20
1134	12
1135	18
1136	16
1137	16
1138	19
1139	15
1140	4
1141	7
1142	4
1143	8
1144	10
1145	4
1146	2
1147	0
1148	2
1149	1
1150	1
1151	2
1152	0
1153	2
1154	0
1155	2
1156	5
1157	2
1158	5
1159	3
1160	4
1161	5
1162	7
1163	4
1164	6
1165	7
1166	9
1167	6
1168	9
1169	7
1170	7
1171	12
1172	7
1173	8
1174	11
1175	3
1176	9
1177	6
1178	10
1179	7
1180	5
1181	9
1182	7
1183	3
1184	6
1185	3
1186	3
1187	4
1188	0
1189	3
1190	2
1191	3
1192	1
1193	1
1194	3
1195	0
1196	1
1197	4
1198	2
1199	2
1200	0
1201	0
1202	1
1203	1
1204	0
1205	0
1206	1
1207	3
1208	1
1209	1
1210	1
1211	3
1212	0
1213	1
1214	0
1215	2
1216	1
1217	0
1218	1
1219	1
1220	1
1221	0
1222	0
1223	3
1224	2
1225	2
1226	3
1227	10
1228	5
1229	4
1230	5
1231	4
1232	4
1233	5
1234	3
1235	3
1236	2
1237	1
1238	1
1239	2
1240	2
1241	2
1242	0
1243	2
1244	0
1245	0
1246	1
1247	1
1248	0
1249	1
1250	0
1251	1
1252	0
1253	1
1254	1
1255	1
1256	0
1257	0
1258	0
1259	3
1260	0
