Filename:  P:\FYS-1320-compton-data\120.mca
Description:  
TimeStamp:  03/09/2017 10:16:34

Calibration Information
Label:  Channel
Channel	Value
623.7	13.95
795.56	17.74
2664.63	59.54
A	B	C
-0.0131686	0.0223487	0

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	1
39	1
40	1
41	1
42	0
43	1
44	2
45	4
46	1
47	3
48	7
49	5
50	5
51	1
52	6
53	4
54	5
55	3
56	5
57	10
58	10
59	9
60	6
61	5
62	10
63	8
64	8
65	11
66	10
67	14
68	9
69	14
70	7
71	7
72	11
73	8
74	21
75	10
76	6
77	11
78	11
79	12
80	13
81	13
82	10
83	9
84	9
85	21
86	13
87	14
88	12
89	16
90	12
91	10
92	12
93	11
94	13
95	22
96	14
97	12
98	16
99	10
100	10
101	16
102	19
103	16
104	10
105	8
106	14
107	15
108	12
109	14
110	14
111	13
112	13
113	12
114	17
115	10
116	15
117	13
118	10
119	17
120	11
121	9
122	13
123	9
124	9
125	16
126	13
127	13
128	14
129	12
130	10
131	4
132	15
133	12
134	9
135	11
136	12
137	6
138	12
139	8
140	6
141	4
142	8
143	15
144	8
145	9
146	11
147	17
148	12
149	9
150	8
151	12
152	12
153	4
154	8
155	13
156	14
157	11
158	12
159	14
160	8
161	9
162	6
163	7
164	8
165	13
166	8
167	15
168	16
169	13
170	14
171	5
172	8
173	12
174	15
175	13
176	7
177	7
178	5
179	12
180	11
181	16
182	8
183	16
184	8
185	6
186	14
187	6
188	10
189	5
190	5
191	11
192	12
193	14
194	12
195	12
196	19
197	7
198	5
199	11
200	12
201	8
202	7
203	7
204	5
205	9
206	5
207	10
208	12
209	5
210	9
211	5
212	8
213	3
214	8
215	7
216	10
217	12
218	5
219	11
220	6
221	12
222	9
223	7
224	12
225	12
226	9
227	7
228	8
229	16
230	11
231	9
232	12
233	9
234	13
235	9
236	10
237	6
238	11
239	7
240	12
241	4
242	18
243	9
244	10
245	4
246	6
247	12
248	15
249	11
250	13
251	11
252	13
253	8
254	11
255	7
256	8
257	15
258	11
259	11
260	18
261	9
262	8
263	11
264	10
265	11
266	9
267	11
268	15
269	15
270	15
271	6
272	8
273	9
274	10
275	9
276	11
277	11
278	8
279	17
280	13
281	9
282	10
283	21
284	15
285	16
286	16
287	11
288	12
289	8
290	10
291	13
292	12
293	14
294	18
295	10
296	9
297	10
298	8
299	9
300	16
301	10
302	12
303	13
304	16
305	12
306	7
307	15
308	6
309	9
310	11
311	14
312	10
313	12
314	19
315	10
316	13
317	6
318	11
319	6
320	7
321	16
322	11
323	8
324	10
325	8
326	13
327	9
328	6
329	9
330	12
331	19
332	18
333	16
334	15
335	11
336	20
337	18
338	16
339	13
340	12
341	5
342	7
343	9
344	10
345	11
346	13
347	4
348	6
349	9
350	6
351	9
352	6
353	10
354	14
355	12
356	12
357	12
358	14
359	13
360	15
361	8
362	11
363	10
364	8
365	11
366	12
367	4
368	12
369	16
370	10
371	7
372	7
373	11
374	9
375	8
376	7
377	6
378	10
379	10
380	6
381	14
382	8
383	20
384	7
385	11
386	14
387	20
388	18
389	10
390	19
391	11
392	11
393	8
394	5
395	6
396	6
397	6
398	1
399	3
400	5
401	10
402	5
403	5
404	2
405	5
406	3
407	6
408	1
409	5
410	2
411	5
412	6
413	6
414	3
415	5
416	3
417	7
418	4
419	2
420	7
421	4
422	4
423	2
424	1
425	6
426	6
427	6
428	5
429	5
430	4
431	2
432	4
433	6
434	4
435	6
436	6
437	3
438	2
439	4
440	2
441	2
442	3
443	0
444	0
445	1
446	3
447	1
448	1
449	5
450	2
451	2
452	1
453	1
454	4
455	5
456	0
457	1
458	3
459	5
460	2
461	4
462	3
463	7
464	6
465	12
466	10
467	19
468	17
469	18
470	26
471	23
472	26
473	29
474	22
475	20
476	24
477	12
478	15
479	8
480	10
481	10
482	5
483	5
484	4
485	6
486	9
487	4
488	2
489	4
490	5
491	3
492	2
493	4
494	4
495	0
496	1
497	2
498	2
499	1
500	3
501	2
502	0
503	3
504	1
505	0
506	3
507	4
508	1
509	2
510	2
511	0
512	2
513	1
514	2
515	2
516	0
517	1
518	0
519	1
520	2
521	0
522	2
523	0
524	3
525	1
526	0
527	1
528	0
529	1
530	1
531	2
532	2
533	1
534	4
535	1
536	2
537	1
538	1
539	2
540	0
541	2
542	3
543	4
544	1
545	2
546	2
547	3
548	5
549	2
550	6
551	4
552	4
553	9
554	4
555	4
556	4
557	8
558	12
559	14
560	36
561	21
562	20
563	29
564	25
565	30
566	29
567	30
568	37
569	35
570	17
571	17
572	15
573	12
574	14
575	5
576	10
577	5
578	8
579	3
580	6
581	6
582	0
583	7
584	5
585	5
586	5
587	9
588	5
589	1
590	5
591	5
592	2
593	2
594	2
595	2
596	0
597	1
598	1
599	1
600	1
601	0
602	1
603	0
604	0
605	1
606	1
607	0
608	1
609	0
610	1
611	2
612	1
613	0
614	0
615	3
616	1
617	2
618	1
619	1
620	1
621	1
622	0
623	1
624	0
625	2
626	2
627	0
628	1
629	2
630	0
631	3
632	1
633	0
634	4
635	0
636	0
637	0
638	1
639	1
640	0
641	0
642	2
643	0
644	2
645	1
646	0
647	1
648	1
649	0
650	0
651	0
652	1
653	0
654	2
655	2
656	0
657	2
658	4
659	4
660	2
661	2
662	2
663	5
664	3
665	6
666	7
667	1
668	1
669	3
670	0
671	1
672	0
673	0
674	3
675	2
676	3
677	2
678	4
679	2
680	6
681	3
682	3
683	1
684	1
685	2
686	0
687	0
688	3
689	1
690	1
691	0
692	4
693	2
694	2
695	1
696	3
697	0
698	1
699	1
700	1
701	2
702	0
703	4
704	0
705	2
706	2
707	1
708	2
709	2
710	1
711	0
712	0
713	1
714	0
715	3
716	0
717	1
718	1
719	0
720	1
721	0
722	0
723	1
724	0
725	2
726	1
727	1
728	0
729	1
730	0
731	1
732	1
733	0
734	0
735	1
736	0
737	3
738	1
739	0
740	1
741	0
742	0
743	1
744	1
745	0
746	0
747	1
748	0
749	1
750	2
751	0
752	1
753	0
754	0
755	0
756	0
757	1
758	1
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	0
771	2
772	2
773	0
774	0
775	1
776	0
777	0
778	1
779	1
780	1
781	2
782	0
783	2
784	1
785	3
786	0
787	0
788	1
789	1
790	4
791	2
792	0
793	0
794	0
795	2
796	0
797	3
798	0
799	0
800	0
801	1
802	1
803	0
804	0
805	0
806	2
807	0
808	0
809	0
810	0
811	0
812	2
813	0
814	1
815	0
816	0
817	0
818	1
819	1
820	0
821	0
822	0
823	1
824	0
825	0
826	1
827	0
828	0
829	0
830	0
831	0
832	1
833	1
834	0
835	1
836	0
837	1
838	1
839	0
840	2
841	0
842	1
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	1
854	1
855	0
856	0
857	1
858	1
859	0
860	0
861	1
862	1
863	0
864	1
865	0
866	1
867	3
868	0
869	0
870	2
871	0
872	0
873	1
874	0
875	1
876	0
877	1
878	2
879	0
880	2
881	1
882	0
883	1
884	1
885	0
886	0
887	2
888	0
889	0
890	0
891	0
892	0
893	1
894	0
895	0
896	0
897	1
898	0
899	0
900	1
901	1
902	2
903	1
904	2
905	0
906	1
907	0
908	0
909	0
910	1
911	0
912	0
913	0
914	1
915	3
916	0
917	0
918	1
919	0
920	1
921	1
922	4
923	1
924	0
925	0
926	1
927	2
928	0
929	1
930	1
931	1
932	0
933	0
934	1
935	1
936	0
937	1
938	1
939	1
940	0
941	2
942	1
943	2
944	1
945	2
946	4
947	1
948	2
949	3
950	0
951	2
952	0
953	0
954	1
955	1
956	0
957	3
958	1
959	1
960	2
961	4
962	2
963	4
964	2
965	2
966	2
967	1
968	1
969	1
970	1
971	2
972	0
973	4
974	3
975	6
976	9
977	7
978	7
979	12
980	9
981	11
982	19
983	22
984	29
985	42
986	31
987	47
988	35
989	42
990	41
991	44
992	44
993	30
994	34
995	45
996	41
997	34
998	32
999	16
1000	21
1001	12
1002	13
1003	12
1004	9
1005	10
1006	3
1007	4
1008	3
1009	4
1010	6
1011	5
1012	2
1013	3
1014	2
1015	0
1016	1
1017	2
1018	4
1019	9
1020	6
1021	9
1022	11
1023	9
1024	15
1025	29
1026	21
1027	40
1028	30
1029	26
1030	38
1031	52
1032	64
1033	63
1034	52
1035	51
1036	52
1037	61
1038	53
1039	63
1040	64
1041	44
1042	48
1043	31
1044	33
1045	31
1046	25
1047	15
1048	9
1049	6
1050	4
1051	6
1052	6
1053	2
1054	2
1055	1
1056	2
1057	0
1058	0
1059	2
1060	1
1061	0
1062	2
1063	1
1064	0
1065	1
1066	0
1067	1
1068	3
1069	2
1070	0
1071	0
1072	0
1073	1
1074	0
1075	2
1076	0
1077	0
1078	0
1079	1
1080	3
1081	0
1082	0
1083	1
1084	3
1085	0
1086	2
1087	1
1088	1
1089	2
1090	0
1091	1
1092	2
1093	2
1094	3
1095	0
1096	2
1097	1
1098	0
1099	0
1100	0
1101	1
1102	4
1103	1
1104	3
1105	3
1106	5
1107	6
1108	6
1109	4
1110	6
1111	11
1112	6
1113	14
1114	13
1115	10
1116	11
1117	11
1118	13
1119	17
1120	21
1121	18
1122	14
1123	18
1124	26
1125	20
1126	21
1127	20
1128	18
1129	27
1130	16
1131	21
1132	16
1133	16
1134	18
1135	11
1136	19
1137	8
1138	16
1139	8
1140	9
1141	11
1142	3
1143	5
1144	5
1145	3
1146	5
1147	7
1148	1
1149	0
1150	1
1151	1
1152	4
1153	0
1154	0
1155	2
1156	2
1157	3
1158	5
1159	4
1160	5
1161	6
1162	4
1163	5
1164	7
1165	10
1166	17
1167	12
1168	14
1169	20
1170	7
1171	12
1172	3
1173	8
1174	15
1175	11
1176	4
1177	9
1178	8
1179	7
1180	3
1181	5
1182	0
1183	4
1184	5
1185	5
1186	3
1187	2
1188	3
1189	1
1190	7
1191	4
1192	3
1193	0
1194	2
1195	1
1196	2
1197	0
1198	4
1199	1
1200	2
1201	3
1202	0
1203	1
1204	0
1205	0
1206	1
1207	1
1208	0
1209	2
1210	2
1211	1
1212	1
1213	0
1214	1
1215	3
1216	3
1217	0
1218	1
1219	1
1220	4
1221	4
1222	5
1223	3
1224	2
1225	1
1226	3
1227	3
1228	4
1229	3
1230	3
1231	4
1232	0
1233	3
1234	4
1235	1
1236	3
1237	1
1238	4
1239	0
1240	2
1241	1
1242	1
1243	2
1244	1
1245	1
1246	2
1247	0
1248	0
1249	0
1250	0
1251	0
1252	0
1253	1
1254	0
1255	1
1256	0
1257	0
1258	1
1259	0
1260	0
