Filename:  P:\FYS-1320-compton-data\155.mca
Description:  
TimeStamp:  03/09/2017 11:03:33

Calibration Information
Label:  Channel
Channel	Value
623.7	13.95
795.56	17.74
2664.63	59.54
A	B	C
-0.0131686	0.0223487	0

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	1
39	1
40	2
41	3
42	1
43	0
44	2
45	2
46	2
47	5
48	5
49	8
50	5
51	4
52	5
53	3
54	5
55	1
56	3
57	12
58	8
59	6
60	5
61	5
62	11
63	11
64	5
65	15
66	8
67	9
68	11
69	12
70	13
71	18
72	11
73	10
74	10
75	15
76	9
77	11
78	11
79	14
80	7
81	24
82	5
83	13
84	15
85	16
86	18
87	11
88	19
89	15
90	11
91	13
92	19
93	18
94	18
95	15
96	15
97	17
98	16
99	13
100	7
101	16
102	10
103	17
104	4
105	9
106	12
107	7
108	14
109	11
110	12
111	11
112	15
113	8
114	14
115	18
116	12
117	10
118	10
119	11
120	8
121	10
122	11
123	14
124	13
125	11
126	13
127	16
128	4
129	12
130	11
131	8
132	18
133	16
134	17
135	7
136	11
137	9
138	13
139	9
140	10
141	12
142	15
143	12
144	6
145	9
146	12
147	9
148	13
149	14
150	10
151	11
152	9
153	13
154	8
155	12
156	12
157	15
158	11
159	9
160	13
161	11
162	11
163	9
164	8
165	11
166	4
167	10
168	14
169	12
170	10
171	7
172	13
173	13
174	9
175	10
176	13
177	6
178	9
179	13
180	14
181	11
182	5
183	15
184	10
185	15
186	12
187	14
188	7
189	14
190	8
191	12
192	10
193	14
194	10
195	19
196	8
197	6
198	7
199	11
200	8
201	11
202	3
203	10
204	6
205	12
206	11
207	7
208	11
209	12
210	6
211	12
212	9
213	13
214	8
215	10
216	7
217	6
218	12
219	6
220	13
221	14
222	10
223	13
224	9
225	6
226	10
227	12
228	7
229	7
230	8
231	10
232	11
233	12
234	12
235	10
236	7
237	11
238	12
239	11
240	13
241	10
242	10
243	11
244	9
245	19
246	13
247	12
248	9
249	4
250	8
251	4
252	10
253	13
254	8
255	6
256	12
257	14
258	13
259	11
260	10
261	7
262	11
263	13
264	5
265	9
266	10
267	15
268	17
269	9
270	10
271	7
272	14
273	11
274	15
275	10
276	10
277	13
278	18
279	9
280	14
281	25
282	14
283	15
284	14
285	7
286	12
287	10
288	12
289	12
290	15
291	11
292	16
293	13
294	4
295	9
296	11
297	12
298	13
299	17
300	8
301	14
302	18
303	15
304	7
305	8
306	14
307	14
308	17
309	8
310	17
311	13
312	13
313	11
314	10
315	15
316	7
317	6
318	11
319	11
320	8
321	8
322	10
323	12
324	8
325	9
326	6
327	6
328	10
329	16
330	15
331	14
332	18
333	23
334	14
335	10
336	9
337	12
338	13
339	11
340	12
341	16
342	12
343	13
344	9
345	9
346	5
347	8
348	11
349	4
350	6
351	5
352	9
353	10
354	3
355	12
356	13
357	7
358	10
359	14
360	10
361	13
362	7
363	8
364	9
365	14
366	6
367	1
368	10
369	7
370	7
371	7
372	3
373	8
374	4
375	6
376	6
377	5
378	6
379	5
380	8
381	7
382	6
383	6
384	16
385	9
386	11
387	9
388	15
389	9
390	12
391	4
392	12
393	2
394	4
395	5
396	12
397	6
398	4
399	4
400	7
401	3
402	7
403	2
404	4
405	1
406	4
407	2
408	1
409	3
410	5
411	4
412	5
413	4
414	6
415	3
416	4
417	4
418	2
419	4
420	4
421	3
422	3
423	3
424	3
425	8
426	3
427	5
428	6
429	3
430	5
431	6
432	3
433	1
434	2
435	3
436	3
437	0
438	1
439	3
440	0
441	3
442	1
443	1
444	2
445	1
446	0
447	0
448	1
449	2
450	3
451	4
452	0
453	1
454	2
455	3
456	6
457	1
458	2
459	0
460	2
461	5
462	3
463	5
464	9
465	10
466	13
467	10
468	15
469	22
470	10
471	20
472	22
473	30
474	21
475	21
476	16
477	12
478	13
479	10
480	11
481	6
482	7
483	7
484	1
485	11
486	2
487	2
488	2
489	1
490	4
491	1
492	6
493	1
494	1
495	1
496	1
497	0
498	2
499	2
500	0
501	0
502	0
503	0
504	1
505	4
506	1
507	1
508	0
509	2
510	4
511	2
512	2
513	3
514	0
515	4
516	0
517	0
518	0
519	2
520	1
521	0
522	1
523	1
524	1
525	1
526	2
527	3
528	0
529	1
530	1
531	2
532	1
533	1
534	1
535	1
536	1
537	0
538	2
539	2
540	1
541	2
542	3
543	0
544	1
545	2
546	3
547	4
548	1
549	5
550	5
551	4
552	4
553	4
554	7
555	5
556	5
557	11
558	11
559	7
560	7
561	14
562	22
563	23
564	27
565	29
566	27
567	21
568	21
569	20
570	20
571	12
572	16
573	18
574	9
575	8
576	9
577	10
578	4
579	6
580	9
581	4
582	4
583	6
584	3
585	2
586	1
587	3
588	3
589	2
590	4
591	1
592	3
593	2
594	2
595	0
596	1
597	0
598	0
599	1
600	0
601	1
602	1
603	0
604	0
605	1
606	0
607	0
608	0
609	2
610	0
611	0
612	0
613	0
614	2
615	0
616	0
617	0
618	2
619	0
620	2
621	0
622	1
623	1
624	2
625	1
626	0
627	0
628	4
629	3
630	0
631	0
632	1
633	0
634	0
635	3
636	2
637	3
638	2
639	1
640	0
641	1
642	1
643	2
644	0
645	0
646	3
647	3
648	2
649	0
650	1
651	0
652	0
653	2
654	0
655	1
656	3
657	1
658	3
659	7
660	5
661	4
662	1
663	6
664	0
665	2
666	4
667	0
668	0
669	1
670	1
671	1
672	1
673	1
674	1
675	0
676	3
677	0
678	1
679	2
680	1
681	3
682	4
683	3
684	2
685	2
686	2
687	2
688	1
689	1
690	4
691	1
692	3
693	0
694	0
695	0
696	1
697	1
698	2
699	4
700	2
701	0
702	3
703	1
704	2
705	0
706	3
707	2
708	4
709	3
710	1
711	0
712	1
713	0
714	1
715	2
716	1
717	0
718	1
719	0
720	0
721	0
722	1
723	0
724	0
725	0
726	1
727	1
728	0
729	0
730	2
731	1
732	0
733	2
734	1
735	1
736	1
737	1
738	0
739	1
740	0
741	2
742	1
743	0
744	1
745	0
746	1
747	1
748	1
749	0
750	0
751	2
752	1
753	2
754	0
755	4
756	0
757	1
758	0
759	1
760	0
761	1
762	0
763	1
764	0
765	2
766	0
767	1
768	0
769	1
770	0
771	1
772	0
773	1
774	0
775	1
776	0
777	1
778	1
779	1
780	0
781	1
782	1
783	2
784	0
785	1
786	0
787	0
788	0
789	1
790	0
791	0
792	1
793	1
794	0
795	1
796	0
797	1
798	0
799	1
800	1
801	0
802	2
803	2
804	1
805	2
806	1
807	0
808	0
809	0
810	1
811	0
812	0
813	1
814	2
815	1
816	1
817	0
818	1
819	1
820	0
821	1
822	1
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	2
831	1
832	0
833	1
834	1
835	0
836	1
837	0
838	0
839	1
840	0
841	1
842	1
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	1
851	1
852	0
853	1
854	1
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	1
865	0
866	0
867	0
868	0
869	2
870	1
871	1
872	1
873	1
874	1
875	1
876	1
877	0
878	0
879	1
880	1
881	0
882	1
883	0
884	0
885	1
886	1
887	1
888	1
889	0
890	0
891	0
892	1
893	2
894	2
895	1
896	0
897	1
898	1
899	0
900	1
901	1
902	0
903	0
904	1
905	1
906	0
907	0
908	2
909	0
910	0
911	1
912	1
913	1
914	0
915	1
916	0
917	0
918	1
919	0
920	0
921	4
922	1
923	0
924	0
925	0
926	1
927	0
928	1
929	2
930	1
931	2
932	1
933	0
934	0
935	1
936	2
937	0
938	2
939	2
940	0
941	0
942	0
943	1
944	0
945	1
946	3
947	1
948	1
949	5
950	1
951	0
952	2
953	0
954	0
955	0
956	0
957	1
958	2
959	1
960	2
961	1
962	2
963	1
964	2
965	1
966	0
967	2
968	2
969	1
970	0
971	2
972	4
973	1
974	3
975	5
976	5
977	7
978	9
979	14
980	11
981	20
982	14
983	24
984	33
985	30
986	40
987	53
988	39
989	49
990	53
991	45
992	28
993	47
994	51
995	39
996	46
997	26
998	19
999	27
1000	18
1001	20
1002	10
1003	9
1004	8
1005	9
1006	4
1007	4
1008	4
1009	3
1010	2
1011	2
1012	0
1013	3
1014	0
1015	4
1016	0
1017	1
1018	2
1019	2
1020	4
1021	8
1022	5
1023	5
1024	14
1025	15
1026	13
1027	23
1028	24
1029	18
1030	28
1031	45
1032	42
1033	43
1034	43
1035	32
1036	46
1037	43
1038	42
1039	32
1040	41
1041	32
1042	37
1043	26
1044	27
1045	17
1046	12
1047	11
1048	11
1049	5
1050	8
1051	4
1052	0
1053	1
1054	2
1055	1
1056	0
1057	1
1058	0
1059	2
1060	0
1061	2
1062	0
1063	3
1064	0
1065	0
1066	2
1067	1
1068	2
1069	0
1070	1
1071	2
1072	1
1073	1
1074	1
1075	0
1076	2
1077	1
1078	0
1079	3
1080	1
1081	1
1082	0
1083	0
1084	1
1085	0
1086	1
1087	2
1088	2
1089	1
1090	0
1091	0
1092	0
1093	2
1094	0
1095	2
1096	2
1097	0
1098	2
1099	1
1100	1
1101	3
1102	2
1103	1
1104	1
1105	3
1106	2
1107	5
1108	4
1109	9
1110	8
1111	6
1112	12
1113	12
1114	11
1115	16
1116	22
1117	16
1118	18
1119	14
1120	26
1121	19
1122	16
1123	24
1124	21
1125	16
1126	19
1127	18
1128	18
1129	19
1130	27
1131	20
1132	16
1133	15
1134	15
1135	19
1136	14
1137	15
1138	22
1139	11
1140	8
1141	11
1142	10
1143	12
1144	2
1145	2
1146	2
1147	4
1148	2
1149	4
1150	1
1151	2
1152	1
1153	1
1154	0
1155	0
1156	0
1157	1
1158	3
1159	5
1160	3
1161	5
1162	3
1163	2
1164	7
1165	5
1166	12
1167	8
1168	9
1169	5
1170	4
1171	10
1172	9
1173	5
1174	10
1175	3
1176	10
1177	6
1178	7
1179	2
1180	5
1181	4
1182	4
1183	3
1184	3
1185	1
1186	2
1187	3
1188	2
1189	5
1190	5
1191	1
1192	1
1193	5
1194	1
1195	0
1196	2
1197	0
1198	1
1199	2
1200	0
1201	2
1202	1
1203	2
1204	3
1205	1
1206	0
1207	1
1208	1
1209	0
1210	1
1211	5
1212	1
1213	2
1214	3
1215	1
1216	5
1217	3
1218	0
1219	2
1220	3
1221	2
1222	5
1223	6
1224	4
1225	0
1226	4
1227	1
1228	5
1229	4
1230	11
1231	1
1232	6
1233	4
1234	8
1235	2
1236	1
1237	4
1238	5
1239	1
1240	1
1241	0
1242	2
1243	3
1244	1
1245	1
1246	1
1247	0
1248	0
1249	0
1250	1
1251	0
1252	0
1253	1
1254	2
1255	0
1256	0
1257	0
1258	2
1259	0
1260	0
