Filename:  P:\FYS-1320-compton-data\110.mca
Description:  
TimeStamp:  03/09/2017 10:05:29

Calibration Information
Label:  Channel
Channel	Value
623.7	13.95
795.56	17.74
2664.63	59.54
A	B	C
-0.0131686	0.0223487	0

Spectral Data Information
Channel	Data
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	1
39	1
40	2
41	1
42	1
43	0
44	0
45	0
46	2
47	3
48	6
49	6
50	6
51	3
52	4
53	5
54	3
55	3
56	7
57	6
58	5
59	10
60	11
61	9
62	11
63	8
64	13
65	8
66	10
67	9
68	6
69	11
70	12
71	15
72	11
73	6
74	15
75	9
76	15
77	12
78	16
79	14
80	15
81	15
82	12
83	26
84	10
85	10
86	10
87	17
88	12
89	10
90	8
91	7
92	14
93	13
94	15
95	17
96	14
97	11
98	13
99	16
100	7
101	8
102	12
103	10
104	10
105	6
106	12
107	18
108	8
109	18
110	19
111	11
112	5
113	9
114	14
115	11
116	10
117	13
118	7
119	9
120	17
121	16
122	14
123	11
124	13
125	20
126	7
127	11
128	12
129	3
130	21
131	5
132	9
133	13
134	11
135	5
136	11
137	7
138	16
139	10
140	9
141	10
142	11
143	7
144	20
145	7
146	15
147	11
148	10
149	10
150	11
151	11
152	14
153	7
154	8
155	6
156	11
157	10
158	12
159	13
160	7
161	12
162	13
163	8
164	7
165	9
166	10
167	11
168	11
169	9
170	8
171	8
172	9
173	9
174	10
175	13
176	12
177	8
178	9
179	3
180	8
181	11
182	5
183	11
184	7
185	9
186	12
187	3
188	10
189	8
190	9
191	7
192	9
193	3
194	7
195	8
196	12
197	9
198	9
199	4
200	7
201	5
202	9
203	10
204	15
205	9
206	9
207	10
208	13
209	18
210	12
211	12
212	8
213	5
214	10
215	8
216	4
217	5
218	6
219	7
220	8
221	5
222	6
223	6
224	9
225	8
226	5
227	9
228	11
229	4
230	10
231	14
232	10
233	9
234	7
235	4
236	11
237	12
238	8
239	8
240	13
241	15
242	12
243	15
244	14
245	12
246	11
247	5
248	11
249	5
250	7
251	8
252	7
253	9
254	13
255	9
256	3
257	10
258	8
259	14
260	7
261	14
262	4
263	8
264	7
265	13
266	7
267	10
268	7
269	3
270	9
271	7
272	13
273	4
274	9
275	6
276	12
277	10
278	18
279	10
280	13
281	7
282	15
283	18
284	12
285	10
286	15
287	19
288	13
289	15
290	8
291	14
292	12
293	15
294	9
295	9
296	8
297	5
298	12
299	3
300	9
301	12
302	8
303	10
304	9
305	9
306	11
307	9
308	7
309	15
310	19
311	12
312	11
313	7
314	12
315	6
316	7
317	7
318	8
319	8
320	12
321	11
322	13
323	13
324	7
325	11
326	8
327	7
328	14
329	6
330	17
331	16
332	17
333	11
334	14
335	20
336	12
337	17
338	12
339	10
340	17
341	13
342	10
343	13
344	10
345	14
346	12
347	11
348	6
349	15
350	4
351	7
352	15
353	8
354	11
355	14
356	10
357	12
358	16
359	9
360	17
361	10
362	12
363	15
364	15
365	11
366	14
367	8
368	9
369	16
370	5
371	17
372	7
373	5
374	6
375	5
376	8
377	6
378	7
379	10
380	9
381	8
382	12
383	11
384	15
385	14
386	20
387	15
388	18
389	26
390	14
391	10
392	18
393	15
394	7
395	13
396	5
397	12
398	7
399	5
400	2
401	3
402	9
403	7
404	6
405	6
406	4
407	8
408	6
409	5
410	7
411	9
412	8
413	4
414	5
415	5
416	5
417	5
418	4
419	9
420	6
421	6
422	8
423	5
424	4
425	7
426	10
427	8
428	4
429	6
430	3
431	7
432	6
433	3
434	1
435	2
436	2
437	6
438	2
439	2
440	3
441	2
442	2
443	0
444	5
445	4
446	1
447	0
448	2
449	2
450	4
451	3
452	1
453	2
454	4
455	1
456	3
457	2
458	8
459	5
460	4
461	4
462	8
463	7
464	7
465	9
466	16
467	17
468	27
469	27
470	28
471	37
472	34
473	41
474	27
475	27
476	26
477	28
478	21
479	21
480	22
481	11
482	6
483	7
484	5
485	4
486	7
487	5
488	2
489	2
490	6
491	1
492	3
493	1
494	4
495	2
496	2
497	1
498	0
499	0
500	1
501	3
502	2
503	3
504	1
505	0
506	2
507	0
508	3
509	0
510	0
511	4
512	2
513	4
514	2
515	2
516	1
517	3
518	2
519	5
520	3
521	3
522	0
523	0
524	3
525	2
526	2
527	1
528	2
529	1
530	1
531	2
532	1
533	1
534	1
535	1
536	3
537	2
538	2
539	3
540	2
541	3
542	2
543	2
544	6
545	2
546	4
547	3
548	4
549	6
550	5
551	5
552	5
553	7
554	5
555	11
556	12
557	12
558	15
559	26
560	31
561	38
562	37
563	36
564	26
565	33
566	36
567	37
568	38
569	41
570	30
571	20
572	24
573	21
574	11
575	16
576	10
577	13
578	9
579	10
580	8
581	5
582	6
583	4
584	5
585	2
586	3
587	6
588	4
589	4
590	2
591	2
592	4
593	4
594	4
595	0
596	2
597	0
598	0
599	3
600	0
601	4
602	1
603	1
604	1
605	2
606	1
607	2
608	1
609	0
610	1
611	2
612	1
613	0
614	0
615	1
616	0
617	1
618	0
619	2
620	0
621	1
622	1
623	0
624	0
625	1
626	1
627	1
628	2
629	2
630	1
631	5
632	0
633	3
634	4
635	3
636	4
637	3
638	1
639	1
640	0
641	0
642	2
643	1
644	1
645	0
646	0
647	0
648	1
649	1
650	0
651	2
652	2
653	3
654	4
655	1
656	2
657	4
658	3
659	5
660	8
661	0
662	5
663	5
664	2
665	3
666	3
667	1
668	2
669	6
670	0
671	2
672	2
673	4
674	2
675	3
676	1
677	5
678	2
679	5
680	3
681	6
682	2
683	2
684	3
685	0
686	2
687	4
688	1
689	1
690	0
691	1
692	2
693	1
694	1
695	0
696	1
697	0
698	2
699	0
700	1
701	2
702	2
703	3
704	3
705	1
706	1
707	5
708	3
709	4
710	2
711	1
712	0
713	2
714	2
715	0
716	1
717	0
718	0
719	0
720	0
721	0
722	2
723	0
724	1
725	0
726	0
727	1
728	0
729	1
730	2
731	1
732	1
733	1
734	1
735	0
736	1
737	0
738	0
739	0
740	1
741	4
742	0
743	0
744	3
745	2
746	0
747	1
748	2
749	0
750	2
751	2
752	0
753	1
754	2
755	0
756	1
757	0
758	1
759	1
760	0
761	0
762	0
763	2
764	0
765	1
766	1
767	0
768	1
769	2
770	2
771	2
772	0
773	1
774	2
775	1
776	1
777	0
778	0
779	2
780	1
781	2
782	0
783	1
784	1
785	1
786	1
787	0
788	3
789	2
790	0
791	0
792	0
793	0
794	0
795	1
796	0
797	0
798	2
799	0
800	0
801	0
802	0
803	0
804	1
805	0
806	1
807	0
808	0
809	2
810	1
811	0
812	1
813	0
814	0
815	1
816	0
817	2
818	0
819	0
820	0
821	1
822	0
823	0
824	2
825	1
826	0
827	0
828	0
829	1
830	0
831	0
832	0
833	0
834	1
835	0
836	1
837	1
838	0
839	0
840	1
841	0
842	0
843	2
844	0
845	0
846	1
847	0
848	0
849	0
850	2
851	0
852	0
853	1
854	0
855	0
856	1
857	1
858	0
859	0
860	0
861	2
862	0
863	0
864	0
865	0
866	0
867	1
868	2
869	0
870	1
871	0
872	0
873	1
874	1
875	1
876	0
877	0
878	2
879	0
880	1
881	0
882	0
883	0
884	2
885	0
886	0
887	1
888	2
889	0
890	0
891	2
892	0
893	1
894	1
895	0
896	2
897	0
898	1
899	1
900	1
901	0
902	0
903	0
904	0
905	1
906	2
907	1
908	1
909	1
910	1
911	1
912	0
913	2
914	1
915	1
916	0
917	0
918	0
919	0
920	3
921	0
922	4
923	1
924	2
925	0
926	0
927	0
928	2
929	1
930	3
931	0
932	0
933	1
934	0
935	1
936	1
937	0
938	1
939	0
940	1
941	0
942	0
943	2
944	0
945	3
946	0
947	1
948	0
949	1
950	4
951	0
952	1
953	0
954	2
955	0
956	2
957	3
958	0
959	1
960	3
961	2
962	2
963	1
964	0
965	2
966	1
967	3
968	2
969	1
970	3
971	2
972	3
973	4
974	10
975	3
976	10
977	8
978	10
979	12
980	21
981	25
982	13
983	26
984	30
985	35
986	36
987	39
988	38
989	47
990	30
991	58
992	44
993	53
994	38
995	34
996	38
997	34
998	32
999	25
1000	23
1001	15
1002	11
1003	14
1004	3
1005	5
1006	6
1007	4
1008	3
1009	2
1010	1
1011	0
1012	0
1013	3
1014	4
1015	4
1016	2
1017	2
1018	11
1019	4
1020	8
1021	8
1022	9
1023	17
1024	22
1025	27
1026	27
1027	27
1028	29
1029	36
1030	40
1031	48
1032	37
1033	56
1034	65
1035	59
1036	56
1037	52
1038	57
1039	58
1040	46
1041	41
1042	60
1043	40
1044	43
1045	27
1046	29
1047	14
1048	12
1049	9
1050	9
1051	5
1052	4
1053	3
1054	5
1055	3
1056	0
1057	1
1058	0
1059	1
1060	1
1061	1
1062	0
1063	1
1064	0
1065	0
1066	1
1067	0
1068	0
1069	1
1070	1
1071	1
1072	0
1073	0
1074	2
1075	0
1076	0
1077	0
1078	1
1079	2
1080	0
1081	1
1082	0
1083	1
1084	2
1085	0
1086	1
1087	0
1088	0
1089	3
1090	0
1091	1
1092	1
1093	1
1094	1
1095	1
1096	3
1097	0
1098	2
1099	4
1100	1
1101	1
1102	1
1103	0
1104	2
1105	3
1106	2
1107	5
1108	5
1109	2
1110	4
1111	8
1112	11
1113	9
1114	10
1115	10
1116	14
1117	18
1118	16
1119	20
1120	19
1121	20
1122	19
1123	28
1124	17
1125	19
1126	20
1127	24
1128	30
1129	20
1130	22
1131	28
1132	28
1133	17
1134	21
1135	15
1136	19
1137	15
1138	5
1139	6
1140	16
1141	9
1142	12
1143	8
1144	0
1145	2
1146	2
1147	3
1148	0
1149	1
1150	0
1151	1
1152	0
1153	2
1154	0
1155	0
1156	3
1157	2
1158	3
1159	4
1160	3
1161	9
1162	7
1163	11
1164	9
1165	9
1166	12
1167	17
1168	7
1169	11
1170	13
1171	11
1172	15
1173	15
1174	11
1175	11
1176	9
1177	11
1178	7
1179	5
1180	2
1181	7
1182	6
1183	3
1184	3
1185	2
1186	2
1187	3
1188	5
1189	4
1190	3
1191	1
1192	3
1193	2
1194	6
1195	1
1196	1
1197	0
1198	1
1199	3
1200	1
1201	2
1202	1
1203	0
1204	1
1205	0
1206	1
1207	0
1208	0
1209	0
1210	0
1211	1
1212	2
1213	1
1214	0
1215	2
1216	7
1217	3
1218	1
1219	2
1220	2
1221	0
1222	4
1223	2
1224	3
1225	2
1226	4
1227	4
1228	0
1229	5
1230	2
1231	3
1232	6
1233	1
1234	2
1235	6
1236	5
1237	3
1238	3
1239	3
1240	1
1241	1
1242	0
1243	0
1244	1
1245	3
1246	0
1247	1
1248	0
1249	0
1250	1
1251	1
1252	1
1253	1
1254	2
1255	2
1256	1
1257	2
1258	1
1259	2
1260	1
