0,018	4,706	1,480	1,171
0,035	5,113	1,466	1,171
0,051	4,925	1,235	1,174
0,068	5,087	1,451	1,175
0,084	5,315	1,497	1,171
0,101	4,982	1,269	1,172
0,118	5,250	1,149	1,172
0,135	5,204	1,548	1,172
0,152	5,068	1,168	1,172
0,168	5,076	1,534	1,175
0,185	4,762	1,000	1,173
0,202	4,750	1,178	1,172
0,218	5,349	1,516	1,172
0,235	5,056	1,503	1,172
0,252	4,932	1,411	1,171
0,268	4,695	1,490	1,172
0,285	5,280	1,583	1,173
0,302	4,891	1,754	1,173
0,319	5,089	1,040	1,171
0,336	4,807	1,534	1,171
0,351	4,700	1,459	1,174
0,368	5,258	1,139	1,172
0,385	5,356	1,322	1,171
0,402	5,490	1,309	1,173
0,419	5,111	1,311	1,172
0,436	5,350	1,784	1,174
0,453	5,155	1,360	1,173
0,468	5,444	1,544	1,174
0,485	5,471	1,449	1,172
0,502	5,136	1,366	1,174
0,518	4,730	1,222	1,172
0,535	5,590	1,308	1,173
0,552	5,083	1,445	1,172
0,569	5,362	1,427	1,174
0,584	5,236	1,664	1,173
0,601	4,768	1,772	1,173
0,618	4,889	1,179	1,170
0,635	5,067	1,212	1,174
0,652	5,016	1,472	1,171
0,669	4,915	1,443	1,173
0,685	5,513	1,676	1,171
0,702	5,778	1,013	1,171
0,719	5,095	1,163	1,172
0,736	5,122	1,480	1,171
0,751	5,411	1,351	1,171
0,769	5,501	1,535	1,174
0,786	5,285	1,568	1,172
0,802	5,159	1,409	1,169
0,818	5,117	1,745	1,172
0,835	5,081	1,447	1,172
0,852	5,054	1,436	1,172
0,869	4,969	1,306	1,174
0,886	5,270	1,208	1,174
0,903	5,320	1,143	1,173
0,918	5,323	1,373	1,174
0,935	5,060	1,234	1,173
0,952	5,648	1,440	1,172
0,970	5,018	1,287	1,172
0,985	5,194	1,598	1,174
1,002	4,925	1,253	1,174
1,018	5,156	1,092	1,175
1,035	4,447	1,286	1,174
1,052	4,594	1,270	1,171
