0,018	16,885	1,323	1,203
0,035	17,347	1,239	1,204
0,051	17,386	1,972	1,204
0,068	17,175	1,196	1,204
0,084	17,371	1,152	1,203
0,101	17,628	1,285	1,206
0,118	17,212	1,611	1,205
0,135	17,326	1,424	1,205
0,153	16,727	1,189	1,201
0,168	17,919	1,080	1,205
0,185	17,425	1,068	1,204
0,203	17,053	1,614	1,206
0,218	17,159	1,945	1,205
0,235	17,522	1,411	1,203
0,253	17,227	1,473	1,203
0,269	17,342	1,811	1,205
0,284	17,021	1,725	1,204
0,302	16,818	1,967	1,205
0,319	17,749	1,384	1,205
0,334	16,834	1,587	1,205
0,352	17,441	1,230	1,207
0,368	16,982	1,606	1,204
0,386	17,703	1,399	1,202
0,403	17,199	1,277	1,202
0,418	17,207	1,072	1,205
0,436	16,923	1,174	1,205
0,452	16,953	1,541	1,206
0,469	17,102	1,636	1,205
0,485	18,293	1,611	1,202
0,502	17,155	1,462	1,208
0,519	16,791	1,571	1,206
0,535	17,392	1,804	1,204
0,552	17,098	1,532	1,201
0,569	17,489	1,444	1,205
0,585	16,999	1,546	1,207
0,602	17,192	1,383	1,207
0,619	17,163	1,401	1,203
0,636	17,595	1,575	1,207
0,652	17,637	1,312	1,204
0,669	16,930	1,435	1,204
0,686	16,865	1,637	1,205
0,702	17,185	2,299	1,203
0,719	17,071	1,729	1,205
0,736	17,147	1,664	1,204
0,752	17,311	1,528	1,204
0,769	17,505	1,826	1,205
0,786	17,533	2,592	1,207
0,803	17,706	1,435	1,203
0,819	17,301	1,823	1,205
0,836	17,087	1,730	1,204
0,853	17,157	1,587	1,203
0,870	17,422	1,436	1,204
0,885	17,180	1,279	1,204
0,903	17,120	1,354	1,206
0,918	17,214	1,332	1,205
0,935	17,725	1,229	1,207
0,953	18,495	1,804	1,206
0,970	18,271	1,651	1,205
0,985	16,267	1,652	1,204
1,002	17,635	1,896	1,208
1,020	17,352	1,745	1,206
1,035	18,195	1,290	1,204
1,052	17,664	1,146	1,204
1,070	17,367	1,491	1,205
1,085	17,084	1,103	1,205
1,102	17,528	1,848	1,205
1,120	17,251	1,572	1,205
1,135	17,229	1,633	1,207
1,152	17,681	1,290	1,204
1,170	17,620	1,494	1,205
