0,022	23,403	1,172	1,201
0,039	21,606	1,800	1,202
0,055	21,678	1,679	1,201
0,072	21,700	1,523	1,202
0,087	21,187	1,699	1,202
0,105	21,865	1,613	1,204
0,122	21,412	1,646	1,203
0,137	21,509	1,229	1,203
0,155	21,660	1,786	1,205
0,172	22,258	1,408	1,204
0,187	21,866	1,533	1,203
0,204	21,851	1,342	1,200
0,221	21,924	1,593	1,201
0,238	21,490	1,444	1,204
0,256	21,913	1,533	1,203
0,271	21,281	1,698	1,205
0,288	21,405	1,724	1,203
0,306	21,569	1,390	1,203
0,321	21,606	1,268	1,202
0,338	21,931	1,652	1,205
0,355	21,612	1,522	1,204
0,371	21,543	1,960	1,203
0,388	22,115	1,102	1,206
0,405	21,695	0,905	1,204
0,421	21,954	1,557	1,204
0,438	21,215	1,312	1,201
0,455	21,425	1,455	1,205
0,471	21,865	1,229	1,204
0,488	21,442	1,057	1,204
0,505	21,802	1,650	1,204
0,521	21,025	1,817	1,203
0,538	21,735	1,449	1,202
0,555	21,535	1,253	1,204
0,572	21,759	1,555	1,203
0,588	21,604	1,515	1,205
0,604	21,591	1,315	1,202
0,622	21,412	1,365	1,203
0,639	21,690	1,583	1,204
0,656	21,406	1,354	1,205
0,672	22,047	1,271	1,200
0,689	20,860	1,582	1,204
0,705	21,752	1,626	1,203
0,722	21,952	1,230	1,206
0,737	21,910	1,392	1,204
0,755	22,515	1,461	1,200
0,772	21,205	1,488	1,202
0,789	21,818	1,644	1,204
0,805	21,360	1,397	1,205
0,822	21,508	1,419	1,200
0,839	21,450	1,659	1,202
0,854	21,803	1,456	1,205
0,872	21,053	1,569	1,203
0,889	21,773	2,009	1,205
0,904	21,705	1,508	1,203
0,922	21,876	1,581	1,208
0,939	21,786	1,442	1,201
0,956	21,325	1,789	1,206
0,972	21,202	1,620	1,203
0,989	21,751	1,474	1,204
1,006	21,608	1,490	1,206
1,022	21,882	1,483	1,204
1,039	22,089	1,261	1,204
1,056	21,894	1,465	1,203
